time/iterations,time/fps,time/time_elapsed,rollout/ep_rew_mean,time/total_timesteps,rollout/ep_len_mean,train/entropy_loss,train/approx_kl,train/std,train/value_loss,train/policy_gradient_loss,train/n_updates,train/learning_rate,train/clip_fraction,train/explained_variance,train/clip_range,train/loss,eval/mean_reward,eval/mean_ep_length
39,394,3241,5856.4077,1277952,738.55,-1.9128572267480195,0.0047813673,0.39113497734069824,25903.801441955566,-0.0006187987430166686,2850,0.0001,0.033447265625,0.5593245029449463,0.2,12221.8935546875,,
40,393,3330,6780.4683,1310720,809.15,-1.911863518692553,0.00526438,0.3910743296146393,21056.883560943603,0.0009875225696305279,2860,0.0001,0.046405029296875,0.6318630874156952,0.2,7065.75927734375,,
41,393,3415,7797.344,1343488,880.16,-1.911246186774224,0.0054405197,0.39100366830825806,18866.217625045778,2.2321725555229933e-05,2870,0.0001,0.0483551025390625,0.6808948814868927,0.2,3559.805908203125,,
42,393,3497,7193.436,1376256,825.65,-1.9101353040896356,0.004862303,0.39086052775382996,22565.79195022583,-0.00033185061893163946,2880,0.0001,0.0340423583984375,0.6676493287086487,0.2,8581.158203125,,
43,392,3588,6345.135,1409024,752.2,-1.908761073742062,0.0056161657,0.39074838161468506,27778.49666671753,-0.0004210242146655219,2890,0.0001,0.0435028076171875,0.5346767008304596,0.2,10135.5419921875,,
44,391,3678,6512.7705,1441792,746.81,-1.9079173061065375,0.0055266186,0.390691339969635,28761.84677886963,0.0004279032169506536,2900,0.0001,0.039752197265625,0.5496340692043304,0.2,8031.640625,,
45,391,3766,7207.9976,1474560,794.6,-1.907523521501571,0.004607492,0.39068394899368286,22717.31591567993,-0.0005224183978498331,2910,0.0001,0.029681396484375,0.6536532044410706,0.2,6155.97705078125,,
46,391,3853,7114.422,1507328,785.22,-1.9076542100869118,0.0048999228,0.39070141315460205,24227.729833221434,-0.0008187292860384332,2920,0.0001,0.032659912109375,0.5915920436382294,0.2,6490.45751953125,,
47,391,3937,6939.786,1540096,760.5,-1.9070367648266255,0.0048245285,0.3905567526817322,24906.626098632812,0.0003953518731577788,2930,0.0001,0.039599609375,0.6145918369293213,0.2,8832.3701171875,,
48,390,4024,7290.8545,1572864,801.48,-1.905889331549406,0.0048173126,0.3904924690723419,23087.392967605592,9.655989560997114e-05,2940,0.0001,0.03653564453125,0.6614150702953339,0.2,7253.1103515625,,
,,,,1600000,,-1.9054835557937622,0.0050293924,0.3904739022254944,21465.703966903686,-9.325269202236086e-05,2950,0.0001,0.0348358154296875,0.5657276809215546,0.2,5099.37744140625,764.8029174804688,453.93
49,379,4236,7186.326,1605632,804.64,,,,,,,,,,,,,
50,378,4327,6807.911,1638400,786.56,-1.9048939818516373,0.0053037014,0.39037489891052246,22014.708107757568,-0.0007819099930202356,2960,0.0001,0.0365142822265625,0.6574296355247498,0.2,4063.52392578125,,
51,377,4421,6905.122,1671168,795.54,-1.9036770161241292,0.0051970296,0.39024728536605835,22918.683361434938,-0.0005484285182319581,2970,0.0001,0.0411773681640625,0.610311895608902,0.2,4991.51904296875,,
52,377,4515,7990.1543,1703936,871.69,-1.9027242548763752,0.0053805006,0.39017578959465027,19302.480252838133,0.00039302905643126,2980,0.0001,0.0416717529296875,0.608527660369873,0.2,4507.93994140625,,
53,376,4608,8124.9062,1736704,900.62,-1.90188696552068,0.006153182,0.3901040256023407,23064.058340072632,0.0006153600153993466,2990,0.0001,0.0524932861328125,0.6716312170028687,0.2,7190.712890625,,
54,375,4708,7842.6367,1769472,894.64,-1.901408529933542,0.0051319636,0.390094518661499,21589.120403671266,0.00026617969197104683,3000,0.0001,0.0345123291015625,0.6610129177570343,0.2,7144.64697265625,,
55,374,4809,7983.459,1802240,908.58,-1.9011395087465643,0.0051607825,0.3900455832481384,21169.140297317506,-0.0002926427001511911,3010,0.0001,0.039459228515625,0.7121873795986176,0.2,7014.55029296875,,
56,374,4903,7853.866,1835008,892.88,-1.9002400670200585,0.00545092,0.38991037011146545,19950.282771682738,0.0001519567607829231,3020,0.0001,0.0460540771484375,0.700261801481247,0.2,4227.5771484375,,
57,373,4995,7368.15,1867776,833.44,-1.8990610778331756,0.0054971753,0.3898092806339264,23914.060452270507,-3.3668889955151826e-05,3030,0.0001,0.0371490478515625,0.6108179092407227,0.2,12013.298828125,,
58,373,5090,7972.3887,1900544,878.97,-1.8980626894161106,0.0047990987,0.38971418142318726,25932.791678619385,-0.0004793798495484225,3040,0.0001,0.03245849609375,0.6043644845485687,0.2,5927.6044921875,,
59,372,5186,8491.92,1933312,940.58,-1.8977208855561911,0.0057889856,0.38976359367370605,18659.63866882324,0.0003269880522566382,3050,0.0001,0.0472015380859375,0.6681166291236877,0.2,7713.88720703125,,
60,372,5284,9088.903,1966080,1006.88,-1.89780017696321,0.005323548,0.3897310197353363,16688.921894073486,-0.00012574423926707822,3060,0.0001,0.04315185546875,0.7113151550292969,0.2,5085.17578125,,
61,371,5378,9286.304,1998848,1027.8,-1.8967087033204735,0.0064070714,0.38954538106918335,23135.19507675171,-1.8311680832994171e-06,3070,0.0001,0.052484130859375,0.6536923944950104,0.2,8323.8408203125,,
62,371,5474,8596.481,2031616,954.64,-1.8950597701594234,0.005209081,0.3894103765487671,20183.941270828247,-0.0005213203903622343,3080,0.0001,0.0346343994140625,0.6428889036178589,0.2,5112.681640625,,
