time/time_elapsed,time/iterations,time/total_timesteps,rollout/ep_rew_mean,time/fps,rollout/ep_len_mean,train/n_updates,train/learning_rate,train/explained_variance,train/entropy_loss,train/std,train/clip_fraction,train/policy_gradient_loss,train/clip_range,train/loss,train/value_loss,train/approx_kl
1848,20,655360,4599.2124,354,301.0,810,0.001,0.31866002082824707,-4.2207063309848305,0.695590078830719,0.3735992431640625,0.02064768077179906,0.2,5270.10693359375,26948.112362670898,0.040110726
1940,21,688128,4608.3374,354,301.0,820,0.001,0.3994958996772766,-4.206655316986144,0.6920322775840759,0.3667388916015625,0.018328134082366887,0.2,5967.75341796875,26490.16699333191,0.039032843
2036,22,720896,4632.0566,354,301.0,830,0.001,0.3300365209579468,-4.188319888710976,0.6893640756607056,0.33499755859375,0.016469067493653712,0.2,6325.994140625,26622.870563697816,0.035473727
2130,23,753664,4483.268,353,301.0,840,0.001,0.3971669673919678,-4.175865926407278,0.6874630451202393,0.3269927978515625,0.015298362217436079,0.2,4956.939453125,26874.99330291748,0.034942143
2225,24,786432,4856.5254,353,301.0,850,0.001,0.41712647676467896,-4.156327819637954,0.6828038692474365,0.3337921142578125,0.014908504152936075,0.2,6888.177734375,26840.174160003662,0.034916338
2320,25,819200,5119.8745,353,301.0,860,0.001,0.36402350664138794,-4.136286034621298,0.680400013923645,0.332989501953125,0.014914386004102198,0.2,6223.12548828125,29420.170431137085,0.036286727
2416,26,851968,4745.028,352,301.0,870,0.001,0.3372291922569275,-4.120484047755599,0.677355170249939,0.347296142578125,0.017596368833437737,0.2,5303.5576171875,31269.04913291931,0.037344582
2521,27,884736,4764.5503,350,301.0,880,0.001,0.3269677758216858,-4.109045711532235,0.6762499809265137,0.3382904052734375,0.017339845594960934,0.2,4234.22021484375,27676.824138832093,0.03685145
2617,28,917504,5030.2593,350,301.0,890,0.001,0.3740168809890747,-4.09641464818269,0.673589825630188,0.355914306640625,0.018834803912614006,0.2,5388.80224609375,29684.89939432144,0.038357086
2714,29,950272,4739.043,350,301.0,900,0.001,0.30932480096817017,-4.0879461953416465,0.6730570793151855,0.36324462890625,0.020058889467782136,0.2,9295.2548828125,33250.6947057724,0.039310876
2809,30,983040,4911.1533,349,301.0,910,0.001,0.3645976185798645,-4.08032808136195,0.6713977456092834,0.3619903564453125,0.01954973009242167,0.2,6697.8369140625,29770.09693775177,0.039252885
2903,31,1015808,5073.012,349,301.0,920,0.001,0.33009499311447144,-4.069841606356204,0.6695855855941772,0.3530914306640625,0.018435466969276604,0.2,12899.669921875,34622.42274303436,0.038594015
