time/time_elapsed,time/total_timesteps,time/iterations,rollout/ep_len_mean,time/fps,rollout/ep_rew_mean,train/n_updates,train/learning_rate,train/explained_variance,train/loss,train/clip_range,train/entropy_loss,train/clip_fraction,train/policy_gradient_loss,train/approx_kl,train/std,train/value_loss,eval/mean_ep_length,eval/mean_reward
2141,1048576,32,299.19,489,1325.1815,310,0.001,0.1425890326499939,1015.4856567382812,0.2,-4.979594288393855,0.216864013671875,0.004741088405535265,0.019337697,0.8401329517364502,9345.715173530578,,
2205,1081344,33,301.0,490,1361.4335,320,0.001,0.08591073751449585,1792.6820068359375,0.2,-4.952539542317391,0.2223419189453125,0.0020208276269841007,0.019849848,0.8336987495422363,8482.121188163757,,
2270,1114112,34,301.0,490,1528.2002,330,0.001,0.16322046518325806,980.9110107421875,0.2,-4.916999831423164,0.2056182861328125,0.0030266520523582587,0.018429458,0.8265752792358398,7178.896360778808,,
2332,1146880,35,301.0,491,1885.3068,340,0.001,0.18254810571670532,1834.987548828125,0.2,-4.891948044672608,0.22060546875,0.0031683030818385307,0.018907178,0.8214449882507324,8613.586587238311,,
2395,1179648,36,301.0,492,2079.8462,350,0.001,0.17632216215133667,1121.652099609375,0.2,-4.8672258298844095,0.2025421142578125,0.003024914738853113,0.017571934,0.8166501522064209,10251.92734375,,
2457,1212416,37,298.62,493,1718.1655,360,0.001,0.18385356664657593,1294.3494873046875,0.2,-4.850871310010552,0.2075836181640625,0.003728801757642941,0.018071868,0.8153231143951416,12168.112009429931,,
2520,1245184,38,301.0,493,2092.0005,370,0.001,0.2691724896430969,1233.67724609375,0.2,-4.837582470104098,0.190283203125,0.002663063913860242,0.017195612,0.812016487121582,9631.711477661132,,
2584,1277952,39,301.0,494,2072.337,380,0.001,0.27198535203933716,5181.14990234375,0.2,-4.817880542203784,0.1975067138671875,0.002414362940544379,0.017384037,0.8072519302368164,11969.590289020538,,
2646,1310720,40,301.0,495,2082.051,390,0.001,0.31242072582244873,2309.3427734375,0.2,-4.786988621205092,0.1995452880859375,0.0027780502288806018,0.017269157,0.7991306781768799,11842.35221309662,,
2710,1343488,41,301.0,495,2744.7358,400,0.001,0.30935603380203247,1373.97900390625,0.2,-4.744234317168593,0.203582763671875,0.004190437582110462,0.018062616,0.7904106378555298,11539.610905838013,,
2774,1376256,42,298.24,496,2517.242,410,0.001,0.2772691249847412,2019.7459716796875,0.2,-4.71791555993259,0.1987396240234375,0.003684500670533453,0.017239416,0.7871780395507812,15802.981412124635,,
2838,1409024,43,301.0,496,2798.5242,420,0.001,0.28947532176971436,3030.836669921875,0.2,-4.700023300945759,0.2028228759765625,0.0043552207491302395,0.017668001,0.7836179733276367,15735.141161155701,,
2902,1441792,44,301.0,496,3054.085,430,0.001,0.36405718326568604,3080.714599609375,0.2,-4.6725785482674835,0.2017974853515625,0.00446892217387358,0.01739448,0.7770520448684692,15288.872072982787,,
2967,1474560,45,301.0,496,2728.5188,440,0.001,0.3455742597579956,4067.109619140625,0.2,-4.648926661163569,0.1985504150390625,0.0030263103337347273,0.017876554,0.7734802961349487,17399.53331794739,,
3032,1507328,46,301.0,497,3101.3496,450,0.001,0.35034602880477905,3018.16845703125,0.2,-4.626827506348491,0.21025390625,0.004602708520542365,0.019369187,0.768164873123169,16509.50276145935,,
3097,1540096,47,301.0,497,2847.4812,460,0.001,0.35540443658828735,1970.0452880859375,0.2,-4.603330931067466,0.21435546875,0.005079150256642606,0.019271236,0.7648612856864929,17664.395331954955,,
3160,1572864,48,301.0,497,3178.4941,470,0.001,0.4505821466445923,3676.732421875,0.2,-4.588907789066434,0.2284637451171875,0.005352971019601682,0.020529363,0.7626367211341858,16274.717141151428,,
,1600000,,,,,480,0.001,0.406968355178833,2447.176513671875,0.2,-4.579518109560013,0.2184326171875,0.005847430591529701,0.019936277,0.7612642049789429,18393.17237033844,299.52,6284.25146484375
3276,1605632,49,301.0,490,3653.1582,,,,,,,,,,,,,
3338,1638400,50,301.0,490,3578.6228,490,0.001,0.32689815759658813,4956.666015625,0.2,-4.5669016793370245,0.2249359130859375,0.006610615135286935,0.019901069,0.7580541372299194,21285.022283172606,,
3402,1671168,51,299.6,491,3613.4517,500,0.001,0.3619754910469055,4750.77197265625,0.2,-4.557097944989801,0.206292724609375,0.005509499480103841,0.018684814,0.757498025894165,21372.87225074768,,
3464,1703936,52,298.62,491,3573.9556,510,0.001,0.3334922790527344,6005.00146484375,0.2,-4.549823550134898,0.232147216796875,0.006211027562312665,0.020494943,0.7550190687179565,23400.042989349364,,
3528,1736704,53,301.0,492,3660.0059,520,0.001,0.36505913734436035,5868.91455078125,0.2,-4.523186166957021,0.2398223876953125,0.006190911190242332,0.021876475,0.747897744178772,24037.289830780028,,
3594,1769472,54,301.0,492,4003.6091,530,0.001,0.3592402935028076,4744.99462890625,0.2,-4.497631003707648,0.23721923828125,0.0075984862032782985,0.021597153,0.7451851963996887,23196.909790420534,,
3665,1802240,55,301.0,491,4207.967,540,0.001,0.35008716583251953,6167.45166015625,0.2,-4.484652296826243,0.231689453125,0.006269428460473137,0.020153044,0.7430729269981384,24180.377602005006,,
3731,1835008,56,301.0,491,4280.0845,550,0.001,0.3511461615562439,6938.8134765625,0.2,-4.46940320506692,0.238623046875,0.006991637571991305,0.022326734,0.7393564581871033,25949.78267059326,,
3796,1867776,57,301.0,491,4159.9224,560,0.001,0.28421759605407715,5397.31103515625,0.2,-4.4482441011816265,0.275872802734375,0.011669811495994508,0.02571017,0.7353359460830688,26551.38092765808,,
3862,1900544,58,301.0,492,4288.6343,570,0.001,0.3542386293411255,4191.84423828125,0.2,-4.428103789314628,0.2560546875,0.008582765078972442,0.022958945,0.7318886518478394,25754.14568481445,,
3933,1933312,59,301.0,491,4392.006,580,0.001,0.3429635167121887,3837.1328125,0.2,-4.411128105968237,0.271917724609375,0.010673886564291024,0.02485289,0.7288519144058228,26173.27127685547,,
3998,1966080,60,301.0,491,4080.4585,590,0.001,0.3367357850074768,5010.80126953125,0.2,-4.398263908177614,0.2398651123046875,0.00805474929184129,0.021796953,0.7273367643356323,27106.71301460266,,
4060,1998848,61,301.0,492,4273.8843,600,0.001,0.3775808811187744,3735.84326171875,0.2,-4.388029405474663,0.2535675048828125,0.00959507047191437,0.023062129,0.7251719832420349,27402.055089187623,,
4122,2031616,62,301.0,492,4466.1035,610,0.001,0.40478765964508057,4952.04541015625,0.2,-4.3750314731150866,0.24844970703125,0.010189526583963016,0.023242056,0.7224140167236328,28457.604560089112,,
