time/iterations,time/total_timesteps,time/fps,time/time_elapsed,rollout/ep_len_mean,rollout/ep_rew_mean,train/clip_fraction,train/entropy_loss,train/approx_kl,train/n_updates,train/policy_gradient_loss,train/std,train/clip_range,train/explained_variance,train/loss,train/learning_rate,train/value_loss
11,360448,350,1029,140.1,-1710.5414,0.9995025634765625,-7.373674230836332,1278.2162,100,0.27801080251228993,1.630080223083496,0.2,0.0,7270.0546875,0.01,11620.5074798584
12,393216,348,1126,140.1,-1740.6344,0.99954833984375,-8.091448695771396,1217.2014,110,0.27786239526976714,1.954127550125122,0.2,0.0,3627.80029296875,0.01,12159.741983032227
13,425984,348,1224,140.09,-1680.4429,0.9994232177734375,-8.276084320247174,221.55731,120,0.2741696198398131,1.9731519222259521,0.2,-1.1920928955078125e-07,3531.5126953125,0.01,12708.974503326415
14,458752,347,1321,301.0,-543.7891,0.999603271484375,-7.162951955385506,694.4382,130,0.28297184451657814,1.4944100379943848,0.2,-1.1920928955078125e-07,4615.74267578125,0.01,9228.967376995086
15,491520,345,1422,163.85,-1819.4215,0.98984375,-7.248748080804944,74.70153,140,0.2134083238815947,1.5226588249206543,0.2,0.0,6089.13330078125,0.01,12055.751055908204
16,524288,344,1519,301.0,-620.8613,0.999566650390625,-7.460548479482531,306.63837,150,0.2760676159963623,1.6041698455810547,0.2,-1.1920928955078125e-07,6154.92919921875,0.01,15675.349747657776
17,557056,343,1620,140.11,-1710.5654,0.9952911376953125,-8.707050498761237,109.82587,160,0.21327942040479683,2.2394351959228516,0.2,-1.1920928955078125e-07,3984.267578125,0.01,8867.292392253876
18,589824,343,1718,301.0,-541.80743,0.998724365234375,-8.587308606505394,194.27513,170,0.28449226143056877,2.1787991523742676,0.2,0.0,6316.22265625,0.01,16008.905411911011
19,622592,341,1822,301.0,-496.76016,0.9899261474609375,-9.75292125530541,67.17147,180,0.21240205831854836,3.003854274749756,0.2,5.960464477539063e-08,3632.208251953125,0.01,8155.2234461784365
20,655360,341,1920,301.0,-496.71164,0.9889862060546875,-10.635345340520143,185.56573,190,0.20678006901907792,3.747565507888794,0.2,0.0,2977.870361328125,0.01,4836.065869998932
21,688128,340,2018,301.0,-496.4569,0.9853668212890625,-10.557135373353958,317.07385,200,0.21728939871827607,3.9973702430725098,0.2,0.0,1576.742431640625,0.01,4012.2759855270388
22,720896,340,2114,301.0,-496.25235,0.983843994140625,-11.445186487585307,42.91331,210,0.21857544167141896,4.579493522644043,0.2,0.0,1745.9288330078125,0.01,2937.842628908157
23,753664,339,2217,301.0,-496.7535,0.9898468017578125,-11.513508287444711,83.903786,220,0.21940356370141673,4.5115580558776855,0.2,0.0,1543.3804931640625,0.01,2157.702656555176
24,786432,339,2317,301.0,-496.6427,0.9896331787109375,-12.473597456142306,143.22366,230,0.2192560453502665,6.094226837158203,0.2,0.0,570.9371337890625,0.01,1641.4193269133568
25,819200,338,2423,301.0,-496.65808,0.9893798828125,-13.615651143342257,80.77202,240,0.2091586268012179,7.756403923034668,0.2,0.0,627.5195922851562,0.01,1164.9473934829234
26,851968,337,2523,141.09,-1758.4147,0.9869384765625,-14.940249332040548,56.41765,250,0.21798659748164936,10.46812915802002,0.2,0.0,1007.9651489257812,0.01,1109.9037317931652
27,884736,337,2620,150.47,-1792.9183,0.885089111328125,-15.38381606414914,15.4760895,260,0.24451763993602071,12.213464736938477,0.2,0.0,20070.40625,0.01,33779.136631774905
28,917504,337,2716,164.91,-1975.6676,0.95521240234375,-19.26942492239177,4.1710687,270,0.271857819253637,41.018096923828125,0.2,0.0,12898.6513671875,0.01,27626.161614990233
29,950272,337,2812,164.84,-2001.8317,0.2267913818359375,-20.105866257846355,0.04824928,280,0.017706708147761673,39.83797073364258,0.2,0.0,8577.603515625,0.01,20240.08393802643
30,983040,337,2908,161.7,-1940.2946,0.2897796630859375,-20.004552657157184,0.14176951,290,0.02517602076518415,36.14631271362305,0.2,0.0,8198.337890625,0.01,18891.88077354431
31,1015808,338,3004,159.78,-1921.4597,0.26124267578125,-19.81729806214571,0.062368043,300,0.020910313710646732,35.811092376708984,0.2,0.0,6523.98681640625,0.01,13583.141340446473
