time/total_timesteps,time/time_elapsed,time/iterations,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,train/policy_gradient_loss,train/explained_variance,train/loss,train/learning_rate,train/value_loss,train/clip_fraction,train/n_updates,train/std,train/entropy_loss,train/approx_kl,train/clip_range,eval/mean_ep_length,eval/mean_reward
983040,3612,30,465.19,2525.4216,272,-0.00042592104873619976,0.616687536239624,21024.296875,0.0001,50927.80826416016,0.0274993896484375,2760,0.39383944869041443,-1.9397224072366952,0.004786866,0.2,,
1015808,3732,31,485.65,2585.2986,272,-0.0003975384144723648,0.667946845293045,17066.861328125,0.0001,44903.4951171875,0.0198394775390625,2770,0.39385682344436646,-1.9397392019629478,0.0042272313,0.2,,
1048576,3851,32,463.68,2560.2837,272,5.481456028064713e-05,0.6396328210830688,19997.837890625,0.0001,43368.826287841795,0.02564697265625,2780,0.39382901787757874,-1.9397030632942915,0.004509955,0.2,,
1081344,3970,33,458.63,2472.5928,272,3.805092474067351e-05,0.6336162388324738,14598.7568359375,0.0001,45964.843145751955,0.0205230712890625,2790,0.3937656283378601,-1.9392458718270063,0.0041247616,0.2,,
1114112,4089,34,474.02,2996.2446,272,8.630711672594771e-05,0.6646205186843872,16929.17578125,0.0001,45916.90859375,0.0195037841796875,2800,0.3937509059906006,-1.9388282638043166,0.0041685873,0.2,,
1146880,4207,35,449.24,2664.8384,272,-0.000586809282322065,0.6744827032089233,19721.0234375,0.0001,43867.35541992188,0.0173065185546875,2810,0.39375412464141846,-1.9387694124132395,0.0040360168,0.2,,
1179648,4324,36,434.07,2414.9646,272,0.0004529162706603529,0.6465887427330017,17352.98828125,0.0001,44895.96025390625,0.022735595703125,2820,0.3937670588493347,-1.938831803202629,0.0036883298,0.2,,
1212416,4443,37,452.52,2596.652,272,-0.0001606102905498119,0.6105080544948578,17795.7265625,0.0001,48901.262042236325,0.016278076171875,2830,0.3937404751777649,-1.9387829471379519,0.003432219,0.2,,
1245184,4561,38,434.27,2579.1768,272,0.00047650950618844946,0.6346985995769501,16244.3740234375,0.0001,47374.616796875,0.017681884765625,2840,0.3937414586544037,-1.938629876449704,0.0037419188,0.2,,
1277952,4680,39,451.03,2448.7383,273,-0.0002426140355055395,0.6719380915164948,13554.458984375,0.0001,44470.095947265625,0.0235565185546875,2850,0.39373940229415894,-1.9386374447494745,0.0046247276,0.2,,
1310720,4798,40,436.7,2337.405,273,-3.887310886057094e-05,0.6814091503620148,16395.3359375,0.0001,42595.65489501953,0.01080322265625,2860,0.393706738948822,-1.938478508219123,0.003032721,0.2,,
1343488,4917,41,455.41,2739.6797,273,-0.0003260042827605503,0.6233145296573639,17766.22265625,0.0001,49009.369927978514,0.020947265625,2870,0.3936876654624939,-1.9381824214011432,0.0041109184,0.2,,
1376256,5035,42,461.35,2882.221,273,-0.0002699958075027098,0.6537735760211945,20176.208984375,0.0001,41990.19801635742,0.0134124755859375,2880,0.3936842978000641,-1.938049865141511,0.003760443,0.2,,
1409024,5153,43,452.16,2734.031,273,-0.0008158126855050795,0.6405960023403168,14773.9931640625,0.0001,43164.77612915039,0.0232086181640625,2890,0.39366644620895386,-1.9379395104944706,0.004410292,0.2,,
1441792,5272,44,452.57,2483.693,273,-0.00015289542388927658,0.6406126618385315,17576.44140625,0.0001,46517.25068359375,0.02952880859375,2900,0.3936619758605957,-1.937823972851038,0.004495081,0.2,,
1474560,5390,45,465.25,2852.6194,273,-0.0005060125018644612,0.6377607583999634,14859.4970703125,0.0001,47078.99688720703,0.0173248291015625,2910,0.3936416804790497,-1.9377112247049808,0.0041069286,0.2,,
1507328,5509,46,466.64,2776.1262,273,-0.00014730829461768736,0.6781598925590515,15364.5517578125,0.0001,42974.62756958008,0.0182373046875,2920,0.39361995458602905,-1.9374835323542356,0.004122675,0.2,,
1540096,5628,47,470.1,2959.968,273,3.114765459031332e-05,0.6678474545478821,18364.544921875,0.0001,44351.89208374023,0.0204254150390625,2930,0.393608033657074,-1.9372991077601909,0.004022408,0.2,,
1572864,5746,48,471.52,3027.877,273,-0.0005797611018351744,0.688128650188446,15907.8955078125,0.0001,42611.35362548828,0.0134246826171875,2940,0.3935965299606323,-1.9371787700802088,0.0037234055,0.2,,
1600000,,,,,,-6.673731968476204e-05,0.7101989090442657,11876.4775390625,0.0001,37484.1814453125,0.0218109130859375,2950,0.3936050832271576,-1.937133426591754,0.0038145464,0.2,393.21,183.48219299316406
1605632,6027,49,417.06,2019.9965,266,,,,,,,,,,,,,
1638400,6145,50,446.71,2394.7886,266,-5.52035231521586e-05,0.6915248334407806,18197.708984375,0.0001,45666.87011108398,0.0145751953125,2960,0.39356231689453125,-1.9369865387678147,0.003450194,0.2,,
1671168,6260,51,434.75,2491.1091,266,-0.0002607408043331816,0.6523403525352478,18532.953125,0.0001,49482.63745727539,0.010400390625,2970,0.3935648202896118,-1.936756669729948,0.0030828756,0.2,,
1703936,6378,52,441.93,2558.0474,267,7.96573902334785e-05,0.651483565568924,13082.2763671875,0.0001,43276.20993652344,0.01390380859375,2980,0.39354220032691956,-1.9366611063480377,0.0034868033,0.2,,
1736704,6496,53,468.21,2831.5007,267,8.539065274817403e-05,0.6537498831748962,16313.0791015625,0.0001,45368.94678344727,0.0190826416015625,2990,0.39349129796028137,-1.9362954083830117,0.0041579613,0.2,,
1769472,6615,54,433.63,2440.7485,267,0.0005914680627029156,0.6780211925506592,15166.1162109375,0.0001,43143.00123901367,0.0170654296875,3000,0.3934834897518158,-1.9359443340450526,0.003544282,0.2,,
1802240,6732,55,464.66,2836.6606,267,-0.0006169636393678956,0.6539836525917053,18094.732421875,0.0001,46160.11412353515,0.010888671875,3010,0.3934585154056549,-1.9357906050980092,0.0032763982,0.2,,
1835008,6851,56,452.97,2766.3281,267,-0.000675502851663623,0.7016064822673798,13699.791015625,0.0001,40236.835998535156,0.0159698486328125,3020,0.39343327283859253,-1.9355469204485416,0.00415239,0.2,,
1867776,6969,57,463.51,3048.19,268,-3.993271202489268e-05,0.7186442613601685,16337.3359375,0.0001,40504.93806762695,0.0126190185546875,3030,0.3934398889541626,-1.935439521074295,0.0030845148,0.2,,
1900544,7087,58,493.64,3284.4766,268,0.0002146164610167034,0.711089551448822,17532.5078125,0.0001,43867.235668945315,0.01181640625,3040,0.3934207558631897,-1.93538063056767,0.0032946938,0.2,,
1933312,7206,59,476.74,3081.7854,268,-0.0002566250281233806,0.6925242841243744,12973.1611328125,0.0001,42775.84046020508,0.0153350830078125,3050,0.3934031128883362,-1.9351964849978684,0.0039574914,0.2,,
1966080,7323,60,472.36,3226.1428,268,0.00031161810366029383,0.6566303670406342,21399.189453125,0.0001,47304.594818115234,0.0176666259765625,3060,0.3933521807193756,-1.934869723021984,0.0034383913,0.2,,
1998848,7442,61,483.76,3372.7686,268,0.00010627467308950145,0.6716221272945404,15307.57421875,0.0001,43879.68799438477,0.0142974853515625,3070,0.39333438873291016,-1.9345177717506885,0.0035783579,0.2,,
2031616,7561,62,506.72,3738.4697,268,-0.0002510391291252745,0.7098748087882996,17449.869140625,0.0001,41315.12247924805,0.0166595458984375,3080,0.39329928159713745,-1.9342507999390364,0.003893904,0.2,,
