time/fps,time/iterations,time/total_timesteps,rollout/ep_len_mean,time/time_elapsed,rollout/ep_rew_mean,train/policy_gradient_loss,train/entropy_loss,train/clip_fraction,train/learning_rate,train/value_loss,train/loss,train/n_updates,train/explained_variance,train/std,train/approx_kl,train/clip_range,eval/mean_reward,eval/mean_ep_length
191,27,884736,592.62,4626,809.19885,-0.00043539444286579967,-2.4580069893971084,0.0056793212890625,1e-05,18468.73197250366,7253.41064453125,2720,0.7021556198596954,0.4490128457546234,0.00244257,0.2,,
191,28,917504,590.0,4798,822.3892,-0.00022504950138682033,-2.457719583809376,0.004754638671875,1e-05,18561.29926300049,12863.1904296875,2730,0.7175789773464203,0.4489872455596924,0.002579148,0.2,,
191,29,950272,581.15,4969,814.5932,-2.9878632813051808e-05,-2.457635885477066,0.0040008544921875,1e-05,17131.02018508911,6990.59521484375,2740,0.7338172495365143,0.4489938020706177,0.0023392322,0.2,,
191,30,983040,589.92,5141,950.17914,-0.000533482035734778,-2.4575099615380167,0.0036529541015625,1e-05,20312.08469543457,12481.9423828125,2750,0.7028429508209229,0.44895848631858826,0.0022452758,0.2,,
191,31,1015808,593.91,5312,891.81104,-0.00015737597923362045,-2.4573076089844106,0.0025360107421875,1e-05,21178.756703186034,8155.05615234375,2760,0.7032042145729065,0.4489476680755615,0.0018152425,0.2,,
191,32,1048576,597.51,5484,955.55115,-0.0004039296517021285,-2.457123589888215,0.005902099609375,1e-05,21632.698545837404,8678.1669921875,2770,0.6993915438652039,0.4489189088344574,0.0027677105,0.2,,
191,33,1081344,593.27,5655,777.35016,-0.00039140763719842654,-2.4568866116926076,0.00599365234375,1e-05,17271.62531738281,9682.693359375,2780,0.7467913925647736,0.44890064001083374,0.0023629023,0.2,,
191,34,1114112,584.34,5827,740.71094,-0.00077866063638794,-2.456866704300046,0.00439453125,1e-05,18351.120819854736,6951.9443359375,2790,0.7670271247625351,0.44892004132270813,0.0022551226,0.2,,
191,35,1146880,579.97,5998,696.5609,0.0005263180176370951,-2.4568607108667493,0.0084136962890625,1e-05,18096.720616531373,9732.361328125,2800,0.7193626463413239,0.4488980770111084,0.0029698866,0.2,,
191,36,1179648,595.18,6170,790.8328,-0.000244099344672577,-2.4566686378791927,0.002325439453125,1e-05,19799.229317474365,15269.6025390625,2810,0.758121982216835,0.44887715578079224,0.0019753368,0.2,,
191,37,1212416,597.64,6341,722.70844,-0.0003469763623797917,-2.456618733517826,0.0012481689453125,1e-05,19100.622616577148,8084.828125,2820,0.7388724684715271,0.4488844573497772,0.0015240393,0.2,,
191,38,1245184,593.26,6515,670.34674,-0.00048826947559064136,-2.4564639089629052,0.0024749755859375,1e-05,18371.07554130554,6619.6884765625,2830,0.7637302130460739,0.448838472366333,0.0019761052,0.2,,
191,39,1277952,588.23,6688,611.4914,-0.0005076979979094176,-2.4562139632180333,0.001495361328125,1e-05,18161.96699333191,8157.4501953125,2840,0.7597640603780746,0.4488237500190735,0.0013519528,0.2,,
191,40,1310720,592.05,6860,711.01794,-2.666940158633224e-05,-2.4559097280725837,0.0072174072265625,1e-05,18949.616902923583,11563.58203125,2850,0.7318503856658936,0.4487704634666443,0.0028148822,0.2,,
191,41,1343488,595.31,7032,846.6997,-8.349795289177563e-05,-2.4553688095882533,0.006268310546875,1e-05,19399.048986816408,12944.0263671875,2860,0.755755677819252,0.4486999213695526,0.002576421,0.2,,
191,42,1376256,598.62,7204,922.7054,-0.00034975970465893623,-2.4550653398036957,0.002862548828125,1e-05,17794.140801620484,6918.20849609375,2870,0.7633503377437592,0.4487046003341675,0.002075858,0.2,,
191,43,1409024,595.79,7376,980.74896,-0.0005492362254699401,-2.4549377325922253,0.00191650390625,1e-05,23410.644735717775,8862.4130859375,2880,0.7197437584400177,0.4486749470233917,0.0017122272,0.2,,
190,44,1441792,598.17,7548,651.182,-0.0001986635974390083,-2.4548402117565273,0.0057037353515625,1e-05,18004.130908203126,9834.82421875,2890,0.7153611779212952,0.44868528842926025,0.0027993713,0.2,,
190,45,1474560,596.31,7721,748.3349,-0.00034090000121977937,-2.4546822022646664,0.003021240234375,1e-05,18679.746670913697,7071.07470703125,2900,0.7534047216176987,0.4486429691314697,0.0020452496,0.2,,
190,46,1507328,591.6,7893,854.8933,-0.00037235627019072126,-2.454168376326561,0.0022430419921875,1e-05,18411.38289527893,4516.23828125,2910,0.7325924932956696,0.4485722482204437,0.0020242557,0.2,,
190,47,1540096,586.83,8067,931.2739,-0.0009656277547037462,-2.4536270149052144,0.0030303955078125,1e-05,19378.769158935545,10080.09375,2920,0.7541394531726837,0.4485226571559906,0.002190814,0.2,,
190,48,1572864,591.54,8240,917.3781,-0.000928706345075625,-2.4533946081995963,0.012506103515625,1e-05,18921.57555541992,7557.2509765625,2930,0.7600612491369247,0.4485163986682892,0.0039516296,0.2,,
,,1600000,,,,-0.00020626311088562944,-2.4533577375113964,0.004705810546875,1e-05,20240.395853042603,7027.2880859375,2940,0.7517775595188141,0.44852253794670105,0.002090814,0.2,725.272705078125,536.35
184,49,1605632,597.58,8683,751.4169,,,,,,,,,,,,,
185,50,1638400,593.96,8855,659.56256,-0.0005211881144532527,-2.453231503069401,0.00655517578125,1e-05,16506.062721633913,6503.30615234375,2950,0.7815068662166595,0.44848304986953735,0.0027181131,0.2,,
185,51,1671168,593.06,9027,877.5843,-0.0004967322659467754,-2.452966095507145,0.004278564453125,1e-05,19178.83215904236,10787.220703125,2960,0.7308149635791779,0.4484591484069824,0.0021257056,0.2,,
185,52,1703936,593.06,9198,972.9348,-0.000567785378143526,-2.4527788450941443,0.0031219482421875,1e-05,21047.426460266113,8047.1376953125,2970,0.7389945983886719,0.4484415650367737,0.0020410183,0.2,,
185,53,1736704,600.73,9370,1077.6075,-0.0014126222396043885,-2.452527343481779,0.0154052734375,1e-05,18476.00648727417,8879.4228515625,2980,0.7800632864236832,0.44839251041412354,0.0041351602,0.2,,
185,54,1769472,596.35,9542,1025.6781,-0.0003152757818497776,-2.4521986270323395,0.0052886962890625,1e-05,19098.310844039916,8717.2080078125,2990,0.7524835765361786,0.44835951924324036,0.002601962,0.2,,
185,55,1802240,596.61,9713,1050.3254,-0.0004591238586726831,-2.452113466151059,0.0028778076171875,1e-05,18682.405878067017,6252.72412109375,3000,0.7915204018354416,0.44838011264801025,0.0019967896,0.2,,
185,56,1835008,601.0,9885,846.7034,-0.0005499450913703186,-2.452055805362761,0.001531982421875,1e-05,20166.093584823608,9166.8203125,3010,0.7384682893753052,0.4483473598957062,0.0016166402,0.2,,
185,57,1867776,601.0,10058,878.606,-0.0005223955421570281,-2.452100566402078,0.0081207275390625,1e-05,20023.229769134523,7463.22119140625,3020,0.7459641695022583,0.44839179515838623,0.0029867464,0.2,,
185,58,1900544,596.52,10232,1005.19635,-0.0005580117320732825,-2.4521295679733157,0.002935791015625,1e-05,18469.819359207155,6788.82958984375,3030,0.7536768019199371,0.44834986329078674,0.0020897521,0.2,,
185,59,1933312,592.81,10404,1129.9318,-0.00021951876742605237,-2.451676119863987,0.0015167236328125,1e-05,22711.358750152587,9352.9921875,3040,0.7229959070682526,0.44829005002975464,0.0015294469,0.2,,
185,60,1966080,587.67,10577,992.18256,0.0003694373391226691,-2.4513674207031726,0.013470458984375,1e-05,19886.224893569946,8427.9873046875,3050,0.7415303587913513,0.44828298687934875,0.003607016,0.2,,
185,61,1998848,580.66,10748,695.63135,-0.0009436697318051301,-2.4514214077964427,0.004620361328125,1e-05,21866.054442596436,13549.9375,3060,0.7434512972831726,0.4483069181442261,0.0022668748,0.2,,
186,62,2031616,589.06,10920,724.3268,-0.000763834922145179,-2.4515483852475883,0.002716064453125,1e-05,17181.876176834106,7152.6455078125,3070,0.7413090765476227,0.44830551743507385,0.002326895,0.2,,
