time/iterations,time/total_timesteps,time/time_elapsed,rollout/ep_len_mean,time/fps,rollout/ep_rew_mean,train/learning_rate,train/value_loss,train/clip_fraction,train/loss,train/explained_variance,train/policy_gradient_loss,train/std,train/n_updates,train/entropy_loss,train/approx_kl,train/clip_range
11,360448,700,301.0,514,335.19095,0.0001,7781.407120895386,0.072601318359375,4383.1357421875,-1.1920928955078125e-07,0.00023141495257732457,0.9837477803230286,100,-5.608823364973068,0.0037954566,0.2
12,393216,764,301.0,514,386.20428,0.0001,7066.527635002136,0.04241943359375,3657.686767578125,0.0,-0.00046955265515862265,0.9827516674995422,110,-5.605275569111109,0.0017783754,0.2
13,425984,830,301.0,512,372.38263,0.0001,9978.54471206665,0.04058837890625,4824.1689453125,1.1920928955078125e-07,-0.0003984820203186246,0.9794437289237976,120,-5.59989316239953,0.0040795645,0.2
14,458752,895,301.0,512,320.63345,0.0001,9686.146612930297,0.033172607421875,5179.5771484375,-1.1920928955078125e-07,-0.000521136648603715,0.9776682257652283,130,-5.588336693495512,0.00648827,0.2
15,491520,961,301.0,511,317.78638,0.0001,6954.268392181397,0.037078857421875,3862.399169921875,-1.1920928955078125e-07,-0.0005950336721070925,0.9749107360839844,140,-5.58045220375061,0.0036236634,0.2
16,524288,1026,301.0,510,312.9206,0.0001,9709.347371292115,0.0592864990234375,5238.310546875,-1.1920928955078125e-07,-0.00048073219440993855,0.9712808132171631,150,-5.5654958106577395,0.009152685,0.2
17,557056,1092,301.0,510,397.64255,0.0001,9620.14369430542,0.0240509033203125,5868.51513671875,1.7881393432617188e-07,-0.0001573922274474171,0.9727920293807983,160,-5.56138946712017,0.0036274833,0.2
18,589824,1156,301.0,510,326.01602,0.0001,13514.581542205811,0.0528961181640625,8738.162109375,-1.1920928955078125e-07,-0.0002222743074526079,0.9710235595703125,170,-5.562501721829176,0.0066177007,0.2
19,622592,1220,301.0,509,261.8072,0.0001,11853.960389328004,0.030560302734375,7558.2109375,0.0,-0.0009008911197270209,0.9707161784172058,180,-5.557559451460838,0.0043953136,0.2
20,655360,1285,301.0,509,277.82138,0.0001,10685.714934158324,0.0268402099609375,6001.67626953125,0.0,-0.0003600876761993277,0.9697989821434021,190,-5.555269978195429,0.0045079105,0.2
21,688128,1349,301.0,509,221.62285,0.0001,14230.512104797363,0.038616943359375,6375.3037109375,1.1920928955078125e-07,0.0003734839241587906,0.9659308791160583,200,-5.54305092766881,0.0029829117,0.2
22,720896,1414,301.0,509,144.1337,0.0001,13955.565185546875,0.041571044921875,8368.783203125,0.0,-9.158464245047071e-05,0.9651420712471008,210,-5.536172243952751,0.0036582637,0.2
23,753664,1478,301.0,509,79.85904,0.0001,14000.951145935058,0.024163818359375,8805.333984375,0.0,0.00018894567674578865,0.9658236503601074,220,-5.534555157274008,0.003813703,0.2
24,786432,1543,301.0,509,80.382,0.0001,13586.388837432862,0.034954833984375,3833.513671875,0.0,-0.00015993736806194648,0.9652252793312073,230,-5.535206021368504,0.0027562778,0.2
25,819200,1607,301.0,509,-101.707756,0.0001,14451.629225921632,0.0189483642578125,3900.155029296875,0.0,-0.00035593250113379326,0.9634329080581665,240,-5.53301922827959,0.00404301,0.2
26,851968,1671,301.0,509,-23.436426,0.0001,10911.615446472168,0.0058197021484375,5457.70361328125,-1.1920928955078125e-07,-0.0006552627768542152,0.9634169936180115,250,-5.526254924386739,0.0036552195,0.2
27,884736,1736,301.0,509,-201.77153,0.0001,16739.760498046875,0.0433135986328125,11832.3076171875,0.0,-4.644696437026141e-05,0.9586153030395508,260,-5.5206462003290655,0.002567931,0.2
28,917504,1800,301.0,509,-118.012,0.0001,14300.153539276123,0.02242431640625,10922.802734375,0.0,-0.001032951923480141,0.9578497409820557,270,-5.505436411499977,0.0038839655,0.2
29,950272,1865,301.0,509,-226.38153,0.0001,18087.487829589845,0.0637603759765625,8151.82861328125,0.0,0.0009192551262458438,0.9556973576545715,280,-5.4992653734982015,0.0064496137,0.2
30,983040,1930,301.0,509,-192.07504,0.0001,19003.21435546875,0.0170562744140625,8544.8271484375,1.1920928955078125e-07,-0.0010709676259466506,0.9543130993843079,290,-5.492031343281269,0.0050989566,0.2
31,1015808,1994,301.0,509,-231.99272,0.0001,18817.309100341798,0.0103607177734375,10191.6689453125,0.0,-0.0002571906748926267,0.9529849290847778,300,-5.4869867116212845,0.0027495357,0.2
