time/iterations,time/total_timesteps,time/fps,time/time_elapsed,rollout/ep_len_mean,rollout/ep_rew_mean,train/clip_fraction,train/entropy_loss,train/approx_kl,train/n_updates,train/policy_gradient_loss,train/std,train/clip_range,train/explained_variance,train/loss,train/learning_rate,train/value_loss
19,622592,348,1788,224.93,-2103.7617,0.9878692626953125,-16.839735145121814,41.408596,180,0.22004162056364293,23.685344696044922,0.2,0.0,820.2481689453125,0.01,1091.958225607872
20,655360,346,1888,249.37,-2193.5156,0.958404541015625,-16.48940568193793,82.17306,190,0.2405306163610021,24.444957733154297,0.2,5.960464477539063e-08,16135.6865234375,0.01,26901.691990089417
21,688128,345,1990,280.15,-2067.7034,0.973052978515625,-16.555127842724325,76.99921,200,0.25221277056225516,23.892547607421875,0.2,0.0,7247.14990234375,0.01,20243.46565170288
22,720896,345,2084,219.58,-1977.5875,0.9879913330078125,-17.232685482501985,34.044273,210,0.2623910137727762,28.586917877197266,0.2,0.0,9158.5283203125,0.01,17552.81265029907
23,753664,345,2183,182.68,-1908.6575,0.9713165283203125,-16.901010903716088,44.21413,220,0.25833087576666003,27.9218692779541,0.2,0.0,8461.732421875,0.01,19686.84090538025
24,786432,343,2286,301.0,-514.15564,0.9755096435546875,-17.257722637057306,100.12543,230,0.26559837574950507,37.49595642089844,0.2,0.0,11831.9423828125,0.01,18601.412356567384
25,819200,343,2383,187.49,-1939.5038,0.949700927734375,-17.282581800967456,41.590473,240,0.2023820712678571,37.5936164855957,0.2,0.0,2720.51220703125,0.01,6291.085497903824
26,851968,343,2483,186.16,-1873.5817,0.9719635009765625,-17.706216724216937,42.814034,250,0.26166373840515006,49.66011428833008,0.2,0.0,6373.60205078125,0.01,16878.138937187196
27,884736,342,2580,301.0,-461.69757,0.9861175537109375,-18.714216828346252,28.476452,260,0.27311229780098073,70.83029174804688,0.2,0.0,7221.8212890625,0.01,14599.089207649231
28,917504,342,2676,301.0,-495.37756,0.9532379150390625,-19.734516454488038,18.652233,270,0.19581996445031108,89.90660095214844,0.2,1.7881393432617188e-07,4833.9375,0.01,6556.284321546555
29,950272,342,2774,301.0,-496.65958,0.4873748779296875,-19.9234283529222,0.53365344,280,0.07114390468250349,98.84893035888672,0.2,0.0,1761.36083984375,0.01,4553.624321627617
30,983040,342,2871,301.0,-497.01083,0.301458740234375,-20.241872078925372,0.049153388,290,0.0219805990869645,101.36250305175781,0.2,0.0,2501.51708984375,0.01,2962.2603276729583
31,1015808,342,2970,301.0,-496.74332,0.2952850341796875,-20.290326184779406,0.047987908,300,0.0209317630784426,102.38412475585938,0.2,0.0,1518.6116943359375,0.01,2392.7997967243195
