rollout/ep_rew_mean,rollout/ep_len_mean,time/iterations,time/total_timesteps,time/time_elapsed,time/fps,train/clip_fraction,train/clip_range,train/n_updates,train/value_loss,train/loss,train/approx_kl,train/explained_variance,train/policy_gradient_loss,train/std,train/learning_rate,train/entropy_loss
-1680.4536,140.09,12,393216,2210,177,0.9998046875,0.2,110,12530.382807016373,5095.26953125,936.6251,0.0,0.2887533539575088,1.2030863761901855,0.01,-6.341595438867808
-1680.785,140.13,13,425984,2415,176,0.9998046875,0.2,120,10284.780960178376,8572.908203125,30751.52,0.0,0.285020441375309,1.2243291139602661,0.01,-6.360448967665434
-1779.6445,157.64,14,458752,2622,174,0.9998046875,0.2,130,11095.374067974091,3161.7470703125,42780.523,0.0,0.2837817484981315,1.2213666439056396,0.01,-6.438122342992574
-1730.7227,140.14,15,491520,2829,173,0.9998046875,0.2,140,18534.7774600029,6330.77978515625,22084.703,-1.1920928955078125e-07,0.26111346168254385,1.1232064962387085,0.01,-6.078072626981884
-1660.2952,140.07,16,524288,3036,172,0.9998046875,0.2,150,10523.355190658569,3257.469482421875,12342.11,0.0,0.2843068550133466,1.1058354377746582,0.01,-6.025482991710305
-1760.6685,140.12,17,557056,3244,171,0.9998046875,0.2,160,10902.256025457382,6266.2939453125,1054.8513,0.0,0.27989788387531006,1.1122077703475952,0.01,-6.070298223383725
-1690.3715,140.09,18,589824,3451,170,0.9998046875,0.2,170,10635.237343740464,3614.60400390625,7481.909,0.0,0.28215764511824093,1.1378709077835083,0.01,-6.123826244100928
-1700.4916,140.09,19,622592,3660,170,0.9998046875,0.2,180,8730.801635313033,9247.419921875,13817.443,0.0,0.2884822500127484,1.0216524600982666,0.01,-5.6708517706952986
-1700.853,140.15,20,655360,3868,169,0.9998046875,0.2,190,10028.333543348312,6219.03955078125,17518.234,0.0,0.28807969640420195,1.0206005573272705,0.01,-5.681339154113084
-1720.7134,140.11,21,688128,4077,168,0.9998046875,0.2,200,10062.09854440689,3612.3818359375,6970.949,0.0,0.2824879345433146,1.0272274017333984,0.01,-5.704015708062798
-1740.5289,140.09,22,720896,4284,168,0.9998046875,0.2,210,11057.223370027543,5922.23486328125,3552.268,0.0,0.28239772159395216,0.9622185826301575,0.01,-5.449400981701911
-1710.2126,140.06,23,753664,4491,167,0.9998046875,0.2,220,10913.096783781051,2948.46435546875,27378.59,0.0,0.28701649027971143,1.04831862449646,0.01,-5.839878351893276
-1740.3025,157.69,24,786432,4700,167,0.9998046875,0.2,230,8730.095210552216,3687.6943359375,3646.899,1.1920928955078125e-07,0.288915637152968,1.001271367073059,0.01,-5.64858825430274
-1730.866,140.15,25,819200,4910,166,0.99979248046875,0.2,240,15720.208501338959,12195.5732421875,98412.484,0.0,0.2664803041283449,1.1600332260131836,0.01,-6.05863020978868
-1730.4045,140.09,26,851968,5118,166,0.9998046875,0.2,250,9331.443369722367,6577.49755859375,64464.418,0.0,0.29011535768659086,1.1472351551055908,0.01,-5.952259745635092
-1729.3315,157.62,27,884736,5325,166,0.9998046875,0.2,260,11050.981871509552,8610.93359375,134999.22,0.0,0.28545254096861755,1.0952353477478027,0.01,-5.679991731885821
-1708.9606,157.58,28,917504,5536,165,0.9998046875,0.2,270,16508.907100820543,5315.083984375,1838.3247,0.0,0.26407089163622005,1.0812772512435913,0.01,-5.649928629025817
-1688.5099,157.62,29,950272,5744,165,0.9998046875,0.2,280,14919.541331338882,14852.755859375,41102.125,0.0,0.26560697325394356,1.0378568172454834,0.01,-5.548961201310158
-1749.195,157.6,30,983040,5952,165,0.9998046875,0.2,290,13332.23366742134,8586.1650390625,3753.0696,-1.1920928955078125e-07,0.2740974710759474,1.0860097408294678,0.01,-5.755572442151606
-1738.5883,157.57,31,1015808,6160,164,0.9998046875,0.2,300,17959.17661728859,14712.216796875,19445.559,-1.1920928955078125e-07,0.2630671280116076,1.078961968421936,0.01,-5.659515743236989
