rollout/ep_rew_mean,time/time_elapsed,rollout/ep_len_mean,time/total_timesteps,time/iterations,time/fps,train/explained_variance,train/std,train/learning_rate,train/clip_fraction,train/approx_kl,train/n_updates,train/clip_range,train/entropy_loss,train/loss,train/policy_gradient_loss,train/value_loss
199.86145,1778,301.0,655360,20,368,0.7063174247741699,0.8843746185302734,0.001,0.126397705078125,0.008390381,190,0.2,-5.1461369574069975,167.86683654785156,-0.0015617523547462042,582.9496214687824
206.19058,1870,301.0,688128,21,367,0.518441766500473,0.884264349937439,0.001,0.1472412109375,0.013051489,200,0.2,-5.157712330110371,254.42434692382812,0.00011180236456311831,1171.9359536349773
214.90292,1961,301.0,720896,22,367,0.5453194677829742,0.8734519481658936,0.001,0.133697509765625,0.011543913,210,0.2,-5.1532029652968045,158.87750244140625,0.0004170413914607707,1212.548535066843
170.26279,2053,301.0,753664,23,367,0.47169166803359985,0.8710541129112244,0.001,0.145147705078125,0.010278348,220,0.2,-5.109546302072704,169.78668212890625,0.000567966698622513,1632.1227769970894
240.97414,2144,301.0,786432,24,366,0.6989493072032928,0.8609824180603027,0.001,0.154852294921875,0.013766582,230,0.2,-5.07144515812397,210.5292510986328,0.0003146782483781863,643.4240558087826
282.18698,2236,301.0,819200,25,366,0.6102334558963776,0.8495029807090759,0.001,0.1327972412109375,0.010642834,240,0.2,-5.040010225772858,155.1274871826172,-0.0003624011778356362,868.1379975378513
361.4531,2328,301.0,851968,26,365,0.4416084885597229,0.8452412486076355,0.001,0.158392333984375,0.014780566,250,0.2,-4.989016945660114,215.5526580810547,0.0028285492617214913,1391.4501566231252
393.64883,2421,301.0,884736,27,365,0.2456296682357788,0.83370441198349,0.001,0.19132080078125,0.02022881,260,0.2,-4.970481199212372,4064.113525390625,0.005786507238576632,2382.484480136633
366.00073,2513,301.0,917504,28,365,0.18579363822937012,0.8212025165557861,0.001,0.19931640625,0.015053116,270,0.2,-4.895745880529285,163.79653930664062,0.007140086289791725,2339.49269438982
331.01215,2606,301.0,950272,29,364,0.2071247100830078,0.8074584007263184,0.001,0.24608154296875,0.022640437,280,0.2,-4.847439136728644,400.6927795410156,0.007486608450471976,2393.7853425860403
324.6005,2698,301.0,983040,30,364,0.3603476881980896,0.7971000671386719,0.001,0.2197967529296875,0.018975537,290,0.2,-4.765285216085613,1384.642578125,0.007185492745884403,1183.7606209754945
310.44574,2792,301.0,1015808,31,363,0.31920111179351807,0.7892690896987915,0.001,0.1741607666015625,0.01270682,300,0.2,-4.720047390833497,210.931640625,0.0064875968341766566,1216.3832643926144
