time/iterations,rollout/ep_len_mean,time/total_timesteps,time/time_elapsed,time/fps,rollout/ep_rew_mean,train/entropy_loss,train/approx_kl,train/explained_variance,train/n_updates,train/loss,train/value_loss,train/clip_range,train/learning_rate,train/clip_fraction,train/std,train/policy_gradient_loss
17,301.0,557056,1618,344,-61.13222,-5.641850581392646,0.0036414461,0.5248149931430817,160,350.1035461425781,1338.0662142992019,0.2,1e-05,0.008209228515625,0.9914997816085815,-0.0010191882097842608
18,301.0,589824,1716,343,-27.513983,-5.642141892760992,0.0036580928,0.6915565729141235,170,2180.173583984375,730.984306550026,0.2,1e-05,0.008123779296875,0.9916661977767944,-0.0011509200547152431
19,301.0,622592,1813,343,5.202924,-5.643037489056587,0.0034860321,0.6051358878612518,180,228.68418884277344,1050.8225815296173,0.2,1e-05,0.006829833984375,0.9920339584350586,-0.0008506858135660878
20,301.0,655360,1910,342,22.34115,-5.6434163931757215,0.0036559398,0.7002713978290558,190,187.5887908935547,699.3886937618256,0.2,1e-05,0.011181640625,0.9918016791343689,-0.0013673508241026865
21,301.0,688128,2008,342,158.41333,-5.64318480938673,0.003246523,0.7937406599521637,200,167.55174255371094,381.80090899467467,0.2,1e-05,0.0091339111328125,0.9919052720069885,-0.0012547447404358536
22,301.0,720896,2105,342,130.11215,-5.643135557696223,0.0026913714,0.37264615297317505,210,2929.1025390625,2388.3884805440903,0.2,1e-05,0.0010223388671875,0.9919033646583557,-0.0006975717071782128
23,301.0,753664,2202,342,158.32065,-5.642490700259804,0.0038255872,0.630423903465271,220,213.427978515625,693.098940873146,0.2,1e-05,0.0076019287109375,0.9914252758026123,-0.0010293648902916174
24,301.0,786432,2299,341,153.54408,-5.640935005620122,0.003563764,0.5085872709751129,230,198.1511688232422,941.5749386310578,0.2,1e-05,0.0075042724609375,0.9911582469940186,-0.0008886468095624878
25,301.0,819200,2397,341,240.43274,-5.639529192447663,0.004057592,0.5428077280521393,240,218.06195068359375,966.6011455535888,0.2,1e-05,0.0132843017578125,0.9907599687576294,-0.0015278276729077333
26,301.0,851968,2494,341,250.44296,-5.638280110806226,0.003858753,0.2879799008369446,250,2078.679443359375,2469.617799663544,0.2,1e-05,0.0100189208984375,0.990570604801178,-0.0010561182404671854
27,301.0,884736,2592,341,154.50424,-5.636945162713528,0.0047032516,0.2126261591911316,260,200.239013671875,2162.519931602478,0.2,1e-05,0.0153778076171875,0.990069568157196,-0.0010714960585573863
28,301.0,917504,2689,341,197.29076,-5.633522750809789,0.0041847406,0.5782229900360107,270,187.2882537841797,677.4879696130753,0.2,1e-05,0.0222320556640625,0.9889321327209473,-0.0017608358745746955
29,301.0,950272,2787,340,170.80533,-5.630766041949391,0.0040946724,0.41241782903671265,280,583.2356567382812,1592.3705577373505,0.2,1e-05,0.0097198486328125,0.9886765480041504,-0.001424946012411965
30,301.0,983040,2885,340,154.16676,-5.630370466411113,0.0027851267,0.43818026781082153,290,223.49017333984375,1642.1888789176942,0.2,1e-05,0.0023681640625,0.9888037443161011,-0.0006902691060076904
31,301.0,1015808,2982,340,227.74777,-5.6299561627209185,0.0040625753,0.538508266210556,300,215.28150939941406,1039.920783352852,0.2,1e-05,0.0097564697265625,0.9883649349212646,-0.0013132745114489807
