time/iterations,rollout/ep_len_mean,time/total_timesteps,time/time_elapsed,time/fps,rollout/ep_rew_mean,train/entropy_loss,train/approx_kl,train/explained_variance,train/n_updates,train/loss,train/value_loss,train/clip_range,train/learning_rate,train/clip_fraction,train/std,train/policy_gradient_loss
12,301.0,393216,785,500,-109.93388,-5.5874274976551535,0.004867042,-2.384185791015625e-07,110,1399.9183349609375,1350.5995782375335,0.2,0.0001,0.0369964599609375,0.9764808416366577,0.00016924028432185878
13,301.0,425984,851,500,-84.82803,-5.572701893001795,0.0024809192,0.0,120,284.8221435546875,826.7871460914612,0.2,0.0001,0.017926025390625,0.9710642099380493,-0.00036472417959885204
14,301.0,458752,917,499,-137.89311,-5.549923061579466,0.0073052747,1.7881393432617188e-07,130,260.87615966796875,1228.173602294922,0.2,0.0001,0.036151123046875,0.9665347337722778,-0.0007114717307558748
15,301.0,491520,983,499,-107.69426,-5.5395931608974935,0.0017777393,0.13138902187347412,140,1226.399169921875,1173.8310548305512,0.2,0.0001,0.001654052734375,0.9665519595146179,-0.00041426386414968876
16,301.0,524288,1049,499,-85.08698,-5.539782706648111,0.0004055317,0.4201343059539795,150,841.2034301757812,767.4286804676055,0.2,0.0001,0.0,0.96661776304245,-0.0004841911000767141
17,301.0,557056,1115,499,-92.523346,-5.539834582805634,0.00044081896,0.4609782099723816,160,197.84832763671875,1004.1185522556304,0.2,0.0001,0.0,0.966571569442749,-0.0004645875152164081
18,301.0,589824,1183,498,-6.9036217,-5.539883071184159,0.0024529898,0.6066534221172333,170,167.1556396484375,657.1958060264587,0.2,0.0001,0.0016387939453125,0.9666259288787842,-0.0012266459180409583
19,301.0,622592,1249,498,-26.101324,-5.540280815213919,0.00067676464,0.5778389871120453,180,1269.37841796875,877.113234090805,0.2,0.0001,3.0517578125e-06,0.9667737483978271,-0.0005173759009267087
20,301.0,655360,1315,498,6.9677525,-5.540680023282766,0.0038873418,0.6962388157844543,190,211.319580078125,580.5229076385498,0.2,0.0001,0.009716796875,0.9667974710464478,-0.0017992113514992524
21,301.0,688128,1381,498,36.007877,-5.540564905852079,0.0046286504,0.6990401446819305,200,260.9117126464844,650.6577967166901,0.2,0.0001,0.01534423828125,0.966727614402771,-0.0019524201848980737
22,301.0,720896,1448,497,68.262474,-5.540460696071387,0.003408092,0.7221468389034271,210,148.1298065185547,580.6478348255157,0.2,0.0001,0.0035064697265625,0.9667285084724426,-0.0013914614105488
23,301.0,753664,1514,497,124.590576,-5.540292157977819,0.004163145,0.6130652129650116,220,168.01333618164062,917.4235526561737,0.2,0.0001,0.0121612548828125,0.9666722416877747,-0.001302661760837509
24,301.0,786432,1580,497,143.87628,-5.540548224002123,0.004768245,0.5799454152584076,230,419.73138427734375,914.0682780742645,0.2,0.0001,0.016290283203125,0.9668171405792236,-0.001357043800089741
25,301.0,819200,1647,497,155.3453,-5.540081195533276,0.0041353973,0.5170487761497498,240,820.7451782226562,927.4167167663575,0.2,0.0001,0.022381591796875,0.9665088653564453,-0.0020616423676983685
26,301.0,851968,1713,497,177.8464,-5.538687302917242,0.0036519857,0.6017341911792755,250,482.5376892089844,599.9578630447388,0.2,0.0001,0.0213134765625,0.9658627510070801,-0.0018812490154232365
27,301.0,884736,1779,497,162.44875,-5.536201917380095,0.0020274278,0.3281661868095398,260,1625.9754638671875,1782.5530939102173,0.2,0.0001,0.0049072265625,0.9654334783554077,-7.450173470715526e-05
28,301.0,917504,1845,497,210.61308,-5.532845050096512,0.0038651838,0.5612064599990845,270,805.8056640625,606.7570919513703,0.2,0.0001,0.02496337890625,0.9641942977905273,-0.0013503808355380897
29,301.0,950272,1911,497,206.71309,-5.527430391311645,0.0038450055,0.3432723879814148,280,702.0137329101562,1472.3908184051513,0.2,0.0001,0.0267242431640625,0.9631456732749939,-0.0017625742199015803
30,301.0,983040,1978,496,234.93924,-5.519808646291494,0.004060078,0.45795321464538574,290,422.14044189453125,892.0065270423889,0.2,0.0001,0.025494384765625,0.9605565071105957,-0.0016709627788259241
31,301.0,1015808,2045,496,267.78763,-5.5119630470871925,0.004999168,0.3022463917732239,300,568.2893676757812,1510.5549104690551,0.2,0.0001,0.0403411865234375,0.9588901400566101,-0.001977748266654089
