time/iterations,rollout/ep_len_mean,rollout/ep_rew_mean,time/total_timesteps,time/fps,time/time_elapsed,train/loss,train/explained_variance,train/approx_kl,train/std,train/n_updates,train/policy_gradient_loss,train/entropy_loss,train/clip_fraction,train/value_loss,train/learning_rate,train/clip_range
11,299.81,-617.4214,360448,500,720,360.64654541015625,0.38850539922714233,0.024926916,0.7053357362747192,720,-0.00010186563813476823,-4.272802346944809,0.250311279296875,1923.842411327362,0.001,0.2
12,301.0,-503.78687,393216,499,786,220.0582733154297,0.4294450879096985,0.022986457,0.7009717226028442,730,0.0021413109028799227,-4.254923434555531,0.2564788818359375,1963.497657585144,0.001,0.2
13,299.63,-570.28467,425984,499,853,230.39488220214844,0.40214604139328003,0.022479102,0.6989272236824036,740,-0.0014548965192261675,-4.234751745313406,0.24957275390625,2043.6231118679048,0.001,0.2
14,300.02,-494.97922,458752,498,919,699.6564331054688,0.43886131048202515,0.01959542,0.6944549083709717,750,-0.0015312709524550883,-4.215497650951147,0.2137847900390625,1879.0299515724182,0.001,0.2
15,301.0,-397.48734,491520,497,987,668.7196655273438,0.4968096613883972,0.021361062,0.6876641511917114,760,-0.000521047427173471,-4.183620814234018,0.2284881591796875,2253.4260540008545,0.001,0.2
16,301.0,-417.10336,524288,497,1053,307.5859069824219,0.4858037233352661,0.018231876,0.6829513311386108,770,-0.0015583031679852865,-4.146853769570589,0.2031158447265625,2345.984799146652,0.001,0.2
17,294.72,-304.8697,557056,497,1120,372.1772155761719,0.5077466368675232,0.018664762,0.6808646321296692,780,-0.0018028816191872465,-4.131152045726776,0.201019287109375,2359.3376194953917,0.001,0.2
18,301.0,-436.871,589824,497,1186,330.6033020019531,0.4280039668083191,0.019477297,0.6761727333068848,790,-0.000782773064202047,-4.109382893890142,0.208355712890625,3012.120626497269,0.001,0.2
19,301.0,-479.9531,622592,496,1253,275.4879150390625,0.4759919047355652,0.018977819,0.6696397662162781,800,-0.000596376557041367,-4.07799184396863,0.2115020751953125,2143.0862840652467,0.001,0.2
20,301.0,-335.3214,655360,496,1319,386.82073974609375,0.5417764186859131,0.015614219,0.668138861656189,810,-0.0015716073020485056,-4.0539291925728325,0.1934478759765625,2116.7122540950777,0.001,0.2
21,300.41,-143.79135,688128,496,1386,402.5835876464844,0.5216624736785889,0.01701203,0.66447913646698,820,-0.0009824045487221156,-4.040333510190249,0.2002655029296875,2440.6302206516266,0.001,0.2
22,297.98,-203.69649,720896,496,1452,797.24609375,0.4371480941772461,0.015177835,0.6617938876152039,830,-0.00040447604860673894,-4.021577025204897,0.1701324462890625,3455.3021087646484,0.001,0.2
23,298.59,-267.82565,753664,496,1518,618.945556640625,0.5189715921878815,0.015908325,0.6581327319145203,840,-0.0008602702946518548,-4.004432663321495,0.186224365234375,3440.7248804092405,0.001,0.2
24,296.33,-516.0949,786432,496,1585,418.5526123046875,0.5177699029445648,0.016287051,0.6525300145149231,850,0.00034514627113821914,-3.9760545630007984,0.1847900390625,3106.1480496406557,0.001,0.2
25,301.0,-252.72414,819200,495,1652,339.6428527832031,0.55745530128479,0.01701969,0.646206259727478,860,-0.0028472792365391796,-3.936683451756835,0.1860015869140625,2192.6926902770997,0.001,0.2
26,300.54,-71.44182,851968,495,1718,357.4128723144531,0.5706587731838226,0.01645663,0.6390151381492615,870,-0.0010073298244606121,-3.89530697055161,0.182403564453125,2386.921409225464,0.001,0.2
27,296.34,-41.173935,884736,495,1785,436.5447082519531,0.5058208107948303,0.01608929,0.6354079246520996,880,-0.0008620502630947158,-3.861594131588936,0.1774200439453125,3248.9762732505797,0.001,0.2
28,299.03,63.681934,917504,495,1852,580.781982421875,0.513042539358139,0.014376834,0.6283870339393616,890,-0.0011361896240487113,-3.8263142872601748,0.16795654296875,3605.0872303009032,0.001,0.2
29,295.74,187.61406,950272,495,1918,569.5949096679688,0.48515480756759644,0.017581142,0.6259007453918457,900,-0.00013073361951683183,-3.798474248498678,0.1977447509765625,3874.1520221710207,0.001,0.2
30,288.91,-72.92507,983040,495,1985,1037.2950439453125,0.49662327766418457,0.016479036,0.6228471398353577,910,0.00045318960055737987,-3.7849437348544597,0.1838134765625,3965.4989201545714,0.001,0.2
31,296.4,239.04709,1015808,495,2052,599.0077514648438,0.4514777660369873,0.017810527,0.6174873113632202,920,-0.0001639392718061572,-3.756663701310754,0.1901519775390625,4359.344330024719,0.001,0.2
