time/time_elapsed,time/total_timesteps,rollout/ep_rew_mean,time/fps,rollout/ep_len_mean,time/iterations,train/policy_gradient_loss,train/approx_kl,train/entropy_loss,train/learning_rate,train/loss,train/std,train/explained_variance,train/n_updates,train/clip_range,train/value_loss,train/clip_fraction,eval/mean_ep_length,eval/mean_reward
2357,917504,2009.0,389,434.02,28,0.0027810886260340338,0.0137723535,-1.8268219944089652,0.001,2734.435546875,0.3828556537628174,0.7006983458995819,3360,0.2,15215.537506103516,0.1560302734375,,
2444,950272,1585.9459,388,424.59,29,0.0027817287536890944,0.014451219,-1.8238360852003097,0.001,2339.849365234375,0.38241392374038696,0.7215773463249207,3370,0.2,13755.02628288269,0.1645050048828125,,
2534,983040,2486.8813,387,466.64,30,0.004149021095690842,0.015410677,-1.8196277137845756,0.001,1824.273681640625,0.38203614950180054,0.7602788507938385,3380,0.2,12351.536860656739,0.1631927490234375,,
2621,1015808,1908.3441,387,434.61,31,0.003907631025776936,0.014888166,-1.8181288968771696,0.001,2290.9091796875,0.3821139335632324,0.7292071580886841,3390,0.2,14096.285597229004,0.1766357421875,,
2706,1048576,1665.232,387,419.58,32,0.0019144285115544335,0.012858802,-1.8167608654126526,0.001,1977.45703125,0.3817940950393677,0.7598764002323151,3400,0.2,11091.283762741088,0.1385101318359375,,
2793,1081344,1700.232,387,428.56,33,0.002539332066953648,0.013277825,-1.8108620561659337,0.001,1888.468505859375,0.38103142380714417,0.7676654905080795,3410,0.2,11049.979377746582,0.155950927734375,,
2880,1114112,1655.9497,386,421.29,34,0.005275236047054932,0.015830986,-1.8045677883550524,0.001,2794.16796875,0.3806561827659607,0.7692992985248566,3420,0.2,12714.316680908203,0.1841094970703125,,
2969,1146880,2593.7827,386,473.47,35,0.005283343629525916,0.015330191,-1.8001763056963682,0.001,2429.283203125,0.3801661729812622,0.7374801933765411,3430,0.2,15141.34859046936,0.17529296875,,
3057,1179648,1914.2142,385,432.66,36,0.004490711451398966,0.015377823,-1.7978613559156655,0.001,2442.712890625,0.38009029626846313,0.7404012382030487,3440,0.2,13387.731396484374,0.1757171630859375,,
3139,1212416,1395.5184,386,406.83,37,0.002641082720583654,0.013417537,-1.7947510642930866,0.001,1773.1575927734375,0.37962278723716736,0.7570565938949585,3450,0.2,13397.905176925658,0.15496826171875,,
3227,1245184,1562.0,385,424.67,38,0.002160733648088353,0.012725377,-1.791889504902065,0.001,3040.9345703125,0.37957891821861267,0.7329485416412354,3460,0.2,13467.759322357178,0.1413299560546875,,
3310,1277952,1464.5703,386,423.21,39,0.0036283733468735592,0.015561864,-1.789103339985013,0.001,3394.691162109375,0.37907135486602783,0.7054251730442047,3470,0.2,15340.65485420227,0.17366943359375,,
3394,1310720,1398.7751,386,409.91,40,0.0020295788892326526,0.011586357,-1.782998584769666,0.001,2492.577392578125,0.378452330827713,0.7421019077301025,3480,0.2,13750.04814529419,0.136053466796875,,
3480,1343488,1497.9102,386,424.15,41,0.0038599463245191147,0.014335039,-1.7796854929998518,0.001,3678.068115234375,0.3785380721092224,0.6926218271255493,3490,0.2,14018.784502792358,0.162152099609375,,
3566,1376256,1941.6031,385,453.26,42,0.002990915566806507,0.011604505,-1.7791867632418872,0.001,2037.487060546875,0.3783338963985443,0.7269102036952972,3500,0.2,12131.795958709718,0.1354888916015625,,
3652,1409024,1302.9822,385,417.15,43,0.0024835491205521974,0.012794709,-1.7756251350045205,0.001,2825.95751953125,0.3778497278690338,0.6836893856525421,3510,0.2,13737.431854629516,0.1450164794921875,,
3735,1441792,1145.9437,385,408.52,44,0.0010030825846115477,0.011761176,-1.7716114562004805,0.001,3042.60888671875,0.37768101692199707,0.6992374360561371,3520,0.2,13725.340047836304,0.13763427734375,,
3822,1474560,1580.3026,385,430.15,45,0.002591031765769003,0.013860973,-1.7696058850735426,0.001,2324.3154296875,0.37743330001831055,0.7432053089141846,3530,0.2,12774.173905563355,0.1543701171875,,
3904,1507328,1516.9995,386,407.81,46,0.004493584975534759,0.015378768,-1.7671168155968189,0.001,2755.059814453125,0.37717729806900024,0.7080569267272949,3540,0.2,12509.819719696045,0.175543212890625,,
3987,1540096,1255.4476,386,399.09,47,0.0036264788021071583,0.015778398,-1.7616840673610568,0.001,3735.166748046875,0.37636449933052063,0.7167986631393433,3550,0.2,13389.06268234253,0.179449462890625,,
4071,1572864,1440.8688,386,408.45,48,0.0018659293810742382,0.013391083,-1.7590140085667372,0.001,2010.6434326171875,0.37676557898521423,0.7435952425003052,3560,0.2,11536.496015548706,0.150006103515625,,
,1600000,,,,,0.0018332880847083289,0.01290499,-1.7598832791671157,0.001,3195.4853515625,0.3765425682067871,0.7132380306720734,3570,0.2,13402.330209732056,0.1536529541015625,462.19,1942.1153564453125
4304,1605632,1684.3054,373,428.78,49,,,,,,,,,,,,,
4388,1638400,1324.7876,373,415.04,50,0.003012634612423426,0.0137628075,-1.760698377341032,0.001,2462.859130859375,0.3769345283508301,0.6786917448043823,3580,0.2,13427.540454101563,0.15194091796875,,
4474,1671168,1302.8939,373,419.69,51,0.002128371116305061,0.012951433,-1.761605665460229,0.001,2569.22900390625,0.3766127824783325,0.687322199344635,3590,0.2,13144.57391319275,0.149609375,,
4561,1703936,1748.9982,373,432.14,52,0.0026376061117844075,0.013678863,-1.7590769328176976,0.001,1824.284912109375,0.37644949555397034,0.7375171780586243,3600,0.2,11257.524500656127,0.15511474609375,,
4647,1736704,1916.0,373,433.07,53,0.003939981810435711,0.016298212,-1.7570815190672875,0.001,2156.387939453125,0.37632814049720764,0.7258286774158478,3610,0.2,12925.44848060608,0.1861602783203125,,
4734,1769472,1707.3237,373,417.66,54,0.003253779346414376,0.0143504,-1.7568167392164469,0.001,2183.226806640625,0.376394659280777,0.7487779557704926,3620,0.2,12269.028797912597,0.1661773681640625,,
4819,1802240,1477.2794,373,416.03,55,0.0034933896209622616,0.013978177,-1.754983489215374,0.001,2363.44140625,0.3761028051376343,0.7503999620676041,3630,0.2,12502.850740814209,0.1602935791015625,,
4902,1835008,1095.7249,374,395.37,56,0.004076769313178375,0.014242923,-1.754160536825657,0.001,2986.251220703125,0.3760884702205658,0.7285502254962921,3640,0.2,13282.852103042602,0.1719451904296875,,
4987,1867776,1255.6824,374,410.57,57,0.002808648538848502,0.013866603,-1.7533943466842175,0.001,2685.970458984375,0.37604963779449463,0.7402378618717194,3650,0.2,11825.90295753479,0.156658935546875,,
5077,1900544,2115.9565,374,435.43,58,0.003408837981442048,0.012770299,-1.7522352108731867,0.001,2545.734130859375,0.3758390247821808,0.7686841785907745,3660,0.2,11016.472103118896,0.1411041259765625,,
5161,1933312,1453.7582,374,402.65,59,0.003258140480647853,0.015797064,-1.7499199580401181,0.001,2707.872802734375,0.3756277859210968,0.7111759185791016,3670,0.2,14135.969438171387,0.18302001953125,,
5247,1966080,1806.0297,374,424.64,60,0.0013657967116159852,0.014203505,-1.7486984696239234,0.001,3249.05419921875,0.375506728887558,0.7416483163833618,3680,0.2,13256.749535751344,0.1644195556640625,,
5332,1998848,1479.3829,374,403.24,61,0.003959556028166844,0.014017544,-1.7440619606524705,0.001,1913.5885009765625,0.3747331202030182,0.7271444797515869,3690,0.2,12508.512297439574,0.164886474609375,,
5414,2031616,1400.8441,375,396.23,62,0.00268388588228845,0.015378481,-1.7393045408651233,0.001,1503.4942626953125,0.3747663199901581,0.765207976102829,3700,0.2,12033.923018646241,0.173211669921875,,
