rollout/ep_len_mean,time/fps,time/iterations,time/total_timesteps,rollout/ep_rew_mean,time/time_elapsed,train/learning_rate,train/value_loss,train/std,train/clip_fraction,train/approx_kl,train/clip_range,train/n_updates,train/entropy_loss,train/explained_variance,train/loss,train/policy_gradient_loss,eval/mean_ep_length,eval/mean_reward
545.73,307,21,688128,7701.056,2237,0.0001,58792.70283203125,0.3940834701061249,0.030718994140625,0.00514568,0.2,2670,-1.9421564564108849,0.6925691068172455,27644.501953125,-0.00034306536326766945,,
532.12,307,22,720896,6855.8726,2344,0.0001,61250.658166503905,0.3940179944038391,0.0283782958984375,0.004761004,0.2,2680,-1.9418622110038997,0.7264777421951294,21732.103515625,0.000103253504858003,,
546.03,307,23,753664,6679.2227,2452,0.0001,58517.144104003906,0.3940052092075348,0.0275634765625,0.0053951284,0.2,2690,-1.9414522852748632,0.7065858542919159,16279.2802734375,-0.0012402544994984054,,
571.92,307,24,786432,7524.4126,2559,0.0001,63218.06483154297,0.3940131962299347,0.0205902099609375,0.004275035,0.2,2700,-1.9414156898856163,0.6790623962879181,25083.08984375,0.00033613823434279765,,
542.31,307,25,819200,6985.8643,2665,0.0001,54128.98256835937,0.394016295671463,0.0138580322265625,0.0041937055,0.2,2710,-1.9414696980267763,0.7653673887252808,16065.505859375,-0.0012064564603861071,,
565.73,307,26,851968,7454.6294,2775,0.0001,66250.2502685547,0.39402687549591064,0.02098388671875,0.004153833,0.2,2720,-1.941522293537855,0.6989205777645111,23850.478515625,-0.00033354951428918864,,
583.1,306,27,884736,7869.43,2883,0.0001,55959.22896118164,0.39401504397392273,0.0153533935546875,0.003544814,0.2,2730,-1.94152797088027,0.7366290390491486,20410.19140625,-0.0002644640888320282,,
576.32,306,28,917504,7662.945,2990,0.0001,58870.238452148435,0.3940161466598511,0.0202423095703125,0.004111197,0.2,2740,-1.9414814081043006,0.7128779888153076,21161.705078125,-0.0005689478424756089,,
577.85,306,29,950272,7777.9546,3098,0.0001,52816.56301879883,0.3939930200576782,0.0299285888671875,0.005308074,0.2,2750,-1.9413648806512356,0.7193919718265533,17277.80859375,-0.0004965180527506163,,
553.7,306,30,983040,7364.7485,3205,0.0001,59538.277380371095,0.3939708471298218,0.03155517578125,0.004939845,0.2,2760,-1.9411339327692985,0.7126584053039551,21033.859375,0.0003188153998053167,,
550.41,306,31,1015808,7151.7104,3313,0.0001,60333.30443115234,0.39397361874580383,0.0256134033203125,0.0046185106,0.2,2770,-1.9410231113433838,0.686337947845459,20189.91015625,-0.0002624929877129034,,
554.6,306,32,1048576,7395.087,3421,0.0001,65768.05025634766,0.39394450187683105,0.0220855712890625,0.0049029114,0.2,2780,-1.9409170638769866,0.6802650392055511,30201.501953125,-0.001229523334041005,,
561.48,306,33,1081344,7656.0854,3529,0.0001,57470.69956054688,0.3939310610294342,0.0133575439453125,0.0037107044,0.2,2790,-1.9406963717192411,0.706718385219574,19826.8203125,-0.0003065075416088803,,
565.51,306,34,1114112,7413.33,3638,0.0001,68078.88914794922,0.3939184844493866,0.0162994384765625,0.0037815687,0.2,2800,-1.9405632544308902,0.6650077402591705,17849.6796875,-7.451737510564272e-05,,
566.67,306,35,1146880,7248.38,3746,0.0001,57939.37416381836,0.39394670724868774,0.022027587890625,0.00447737,0.2,2810,-1.9406211912631988,0.6826962232589722,26374.388671875,0.0005798344229333452,,
577.4,306,36,1179648,7194.4067,3854,0.0001,70990.27475585937,0.3939495384693146,0.022607421875,0.0043173786,0.2,2820,-1.9407731734216214,0.6766014397144318,21641.046875,-0.0002700978739085258,,
584.89,306,37,1212416,7649.5454,3961,0.0001,63509.64854736328,0.3939199447631836,0.0168212890625,0.0037879092,0.2,2830,-1.940646430850029,0.6343646347522736,19326.71484375,-0.00016127334856719244,,
573.3,305,38,1245184,7403.056,4069,0.0001,66348.728125,0.3939313292503357,0.0170623779296875,0.0036768268,0.2,2840,-1.9405209138989448,0.6492553055286407,24571.193359375,0.00028456416839617305,,
587.27,305,39,1277952,7765.379,4178,0.0001,75595.20462646484,0.39392581582069397,0.013470458984375,0.0032853931,0.2,2850,-1.9405631460249424,0.6329830586910248,31889.080078125,0.0003503648546029581,,
614.6,305,40,1310720,8481.207,4286,0.0001,62014.77562255859,0.3939228653907776,0.0475799560546875,0.00546219,0.2,2860,-1.9405093301087617,0.6156290769577026,27101.29296875,0.0010386047135398258,,
542.8,305,41,1343488,6815.953,4393,0.0001,72023.3513671875,0.39391863346099854,0.0188201904296875,0.0037758509,0.2,2870,-1.9404634453356266,0.6086177229881287,28811.37890625,0.0008017720218049362,,
567.07,305,42,1376256,6980.0654,4503,0.0001,79889.88032226563,0.39391711354255676,0.020843505859375,0.004177455,0.2,2880,-1.9404323719441892,0.6033958196640015,32026.501953125,-0.0009627138817450032,,
591.07,305,43,1409024,7259.3726,4612,0.0001,67902.19641113281,0.3939194977283478,0.0138763427734375,0.0036386475,0.2,2890,-1.940430785343051,0.6386009454727173,22332.46484375,-0.00012456234417186353,,
547.38,305,44,1441792,6604.845,4720,0.0001,72354.2853515625,0.3939167857170105,0.028497314453125,0.0055588502,0.2,2900,-1.9404328063130378,0.6876373887062073,25257.50390625,0.0005782858515885891,,
515.51,305,45,1474560,5887.0225,4825,0.0001,78432.04324951171,0.3939056992530823,0.0150909423828125,0.0037985966,0.2,2910,-1.940359727665782,0.6265499293804169,26791.068359375,-3.924250850104727e-05,,
522.67,305,46,1507328,6208.419,4933,0.0001,89903.54099121093,0.39390629529953003,0.0285003662109375,0.0048524644,0.2,2920,-1.9402971573174,0.6791830062866211,33424.08203125,0.00010376477716818044,,
561.2,305,47,1540096,7079.1187,5041,0.0001,80449.55811767578,0.39390626549720764,0.0126434326171875,0.0033393474,0.2,2930,-1.9402898240834474,0.6148517727851868,27642.94921875,-0.00026504483103053646,,
539.65,305,48,1572864,6596.3345,5146,0.0001,66803.49145507812,0.3939150869846344,0.0172515869140625,0.0035508375,0.2,2940,-1.9403248943388463,0.6746935844421387,23876.4375,0.0004553794060484506,,
,,,1600000,,,0.0001,73384.4390625,0.39391273260116577,0.0122528076171875,0.0035907142,0.2,2950,-1.9403747532516717,0.6244759261608124,27970.603515625,-0.0006052581909898435,303.91,-14154.3203125
502.33,299,49,1605632,4323.6953,5368,,,,,,,,,,,,,
521.7,299,50,1638400,4669.6763,5476,0.0001,100201.44903564453,0.39390814304351807,0.0178131103515625,0.0036059693,0.2,2960,-1.9403368078172207,0.6468970775604248,31654.529296875,0.00011804420792032033,,
565.49,299,51,1671168,7075.56,5582,0.0001,64166.778845214845,0.3939138948917389,0.013885498046875,0.0036607787,0.2,2970,-1.940337448939681,0.6243899166584015,20434.103515625,0.000482419512263732,,
546.5,299,52,1703936,6610.9536,5691,0.0001,69408.07868652344,0.39391499757766724,0.0212249755859375,0.004057016,0.2,2980,-1.9403850745409728,0.5899962186813354,25517.640625,-1.0417879821034148e-06,,
579.67,299,53,1736704,7050.7627,5801,0.0001,62310.66003417969,0.39389222860336304,0.025836181640625,0.0048045246,0.2,2990,-1.9402899753302336,0.6272619068622589,18184.44921875,0.001011805736743554,,
571.63,299,54,1769472,7035.517,5909,0.0001,68449.4251586914,0.3938845992088318,0.0106201171875,0.0029126059,0.2,3000,-1.9401349548250437,0.7108276188373566,20794.10546875,-2.3621401851414703e-05,,
539.92,299,55,1802240,6474.581,6016,0.0001,61571.416931152344,0.3938685357570648,0.0256103515625,0.004886924,0.2,3010,-1.9400201451033354,0.6891627907752991,24896.0625,0.00015746418175695,,
544.58,299,56,1835008,6523.491,6124,0.0001,65646.70211181641,0.39384859800338745,0.0108795166015625,0.0032742796,0.2,3020,-1.939816127717495,0.6802173256874084,22178.5234375,-0.00022619345218117816,,
537.06,299,57,1867776,6222.3657,6231,0.0001,68471.6009765625,0.3938405513763428,0.0186920166015625,0.0036634034,0.2,3030,-1.9396688174456358,0.6978945136070251,24966.767578125,-0.0004299460524634924,,
518.02,299,58,1900544,5741.562,6337,0.0001,69440.51036376953,0.3938383162021637,0.0177947998046875,0.004128388,0.2,3040,-1.9396171394735575,0.720693051815033,24122.42578125,9.676025838416536e-05,,
570.0,299,59,1933312,6927.9717,6446,0.0001,67655.9916381836,0.3938324749469757,0.024908447265625,0.0048674624,0.2,3050,-1.9395736802369357,0.7168046534061432,30592.017578125,-0.0010072084094645106,,
536.22,300,60,1966080,6556.926,6553,0.0001,69614.86948242187,0.39381879568099976,0.023565673828125,0.0046594674,0.2,3060,-1.9394719500094653,0.6057876348495483,24625.15234375,-0.000536781077789783,,
530.8,300,61,1998848,6391.76,6661,0.0001,68882.45106201172,0.3938153386116028,0.010772705078125,0.0031430803,0.2,3070,-1.939385487511754,0.6300558745861053,24657.455078125,-0.0008721412923478056,,
560.67,300,62,2031616,6917.035,6768,0.0001,68730.42475585938,0.39381933212280273,0.031793212890625,0.00510435,0.2,3080,-1.9393864192068577,0.6998765170574188,24684.033203125,-0.00047880205092951653,,
