time/fps,time/time_elapsed,time/total_timesteps,time/iterations,rollout/ep_len_mean,rollout/ep_rew_mean,train/loss,train/std,train/value_loss,train/explained_variance,train/learning_rate,train/clip_range,train/policy_gradient_loss,train/approx_kl,train/n_updates,train/entropy_loss,train/clip_fraction,eval/mean_reward,eval/mean_ep_length
318,1131,360448,11,367.61,6330.5156,23836.998046875,0.39425143599510193,83737.80701904297,0.7022329568862915,0.0001,0.2,-0.00032766926997283006,0.0065211356,2570,-1.9443086367100477,0.0466766357421875,,
318,1233,393216,12,363.05,6439.4,24026.861328125,0.3942388892173767,72099.70756835937,0.7318840622901917,0.0001,0.2,-0.00039868974236014767,0.005404884,2580,-1.9440478466451168,0.0320709228515625,,
319,1335,425984,13,377.66,6838.7,33424.80078125,0.39422228932380676,77516.10678710937,0.7337630689144135,0.0001,0.2,0.0007945685032609617,0.0052211466,2590,-1.9439008601009846,0.0298919677734375,,
319,1437,458752,14,343.57,5971.3,24209.373046875,0.39421045780181885,71287.28168945313,0.7472363114356995,0.0001,0.2,0.0005203355263802223,0.0054939818,2600,-1.943727319315076,0.0412353515625,,
318,1540,491520,15,361.61,6267.4,30102.392578125,0.3941717743873596,83021.26851806641,0.7454912960529327,0.0001,0.2,-0.00020754612924065441,0.004664331,2610,-1.9434840217232705,0.0243133544921875,,
318,1644,524288,16,387.61,7117.8,26669.8359375,0.3941466212272644,69483.46157226563,0.7703749984502792,0.0001,0.2,-0.00013952374974905978,0.0039009408,2620,-1.9431541170924902,0.0229705810546875,,
318,1747,557056,17,384.83,6932.8,25915.3046875,0.3941356837749481,63697.264587402344,0.8080171793699265,0.0001,0.2,8.442609941994306e-05,0.003956262,2630,-1.942954333871603,0.021795654296875,,
318,1850,589824,18,367.63,6471.1,22924.0234375,0.3941458463668823,65371.56912841797,0.7892187386751175,0.0001,0.2,0.0010042177684226772,0.004427636,2640,-1.9429258942604064,0.0250579833984375,,
318,1953,622592,19,390.01,7191.6,24992.48828125,0.3941335082054138,67080.04721679687,0.8002216219902039,0.0001,0.2,0.00039546304215036797,0.004189916,2650,-1.9429261419922113,0.0216400146484375,,
318,2058,655360,20,393.28,7100.7,24288.58203125,0.39410343766212463,66637.13068847657,0.8133539259433746,0.0001,0.2,-0.00027733647184504664,0.004819092,2660,-1.9427101869136094,0.031243896484375,,
318,2161,688128,21,369.04,6597.6,23681.072265625,0.39410513639450073,61300.006848144534,0.8087536990642548,0.0001,0.2,0.00041544308442098554,0.005601233,2670,-1.9425478175282478,0.0349639892578125,,
318,2265,720896,22,393.8,7659.2,25168.6328125,0.3940756320953369,70312.75847167968,0.7857789993286133,0.0001,0.2,-6.329631578410045e-05,0.0056921793,2680,-1.9424286734312772,0.039697265625,,
317,2370,753664,23,389.4,7238.1,28281.40625,0.39407867193222046,67785.40098876953,0.800054281949997,0.0001,0.2,-0.00027990520793537145,0.004838181,2690,-1.9422457240521909,0.0297149658203125,,
317,2474,786432,24,395.95,7306.5,28626.400390625,0.394039511680603,72889.4265991211,0.7868484556674957,0.0001,0.2,-0.0001808912376873195,0.0056540836,2700,-1.9421087894588709,0.0370513916015625,,
317,2578,819200,25,399.46,7566.2,25018.978515625,0.39402905106544495,63225.47147216797,0.803971454501152,0.0001,0.2,-0.0005584362275840249,0.0047295517,2710,-1.941833358258009,0.031201171875,,
317,2683,851968,26,415.1,7796.6,25142.392578125,0.3939904570579529,61205.89327392578,0.8145405799150467,0.0001,0.2,0.0005164618301932933,0.004591644,2720,-1.9415992073714734,0.0254669189453125,,
317,2786,884736,27,389.47,7367.1,18943.740234375,0.3939690589904785,69520.90240478516,0.801126167178154,0.0001,0.2,-7.20981537597254e-05,0.004608161,2730,-1.9412867199629544,0.0246551513671875,,
317,2891,917504,28,380.09,6941.3,32158.193359375,0.39395785331726074,67442.82940673828,0.7996806353330612,0.0001,0.2,0.0005455556227389024,0.0047761938,2740,-1.941119995713234,0.0373199462890625,,
317,2995,950272,29,372.97,6797.2,27947.939453125,0.39393705129623413,68034.02471923828,0.7888197600841522,0.0001,0.2,0.00029145413154765267,0.0050237738,2750,-1.9409754764288665,0.037713623046875,,
317,3100,983040,30,395.18,7384.3,27981.458984375,0.39391693472862244,69027.05563964843,0.7941114753484726,0.0001,0.2,5.49988490092801e-06,0.0046917554,2760,-1.940775752440095,0.034320068359375,,
316,3204,1015808,31,413.29,7625.7,20723.65234375,0.39388957619667053,65199.79017333985,0.7971397936344147,0.0001,0.2,-7.422588350891601e-05,0.0057489574,2770,-1.9405591126531363,0.036712646484375,,
316,3307,1048576,32,386.23,7104.7,17704.810546875,0.39385879039764404,57632.26923828125,0.8249434679746628,0.0001,0.2,6.195914684212767e-05,0.0041224044,2780,-1.9402656365185975,0.022760009765625,,
316,3414,1081344,33,421.98,7912.2,20595.103515625,0.3938453197479248,59103.357971191406,0.8280484229326248,0.0001,0.2,8.2851294791908e-05,0.0048211464,2790,-1.9400363367050886,0.0262420654296875,,
316,3518,1114112,34,393.83,7359.8,23359.88671875,0.39383745193481445,63167.10423583984,0.8260139971971512,0.0001,0.2,-0.00020781860694114586,0.0041380497,2800,-1.939925192296505,0.0214935302734375,,
316,3624,1146880,35,404.86,7463.0,18733.3984375,0.3938347101211548,65590.95791015626,0.808270052075386,0.0001,0.2,0.0011212435081688454,0.003517582,2810,-1.9398663230240345,0.0145111083984375,,
316,3728,1179648,36,392.62,7188.7,32756.15234375,0.39381229877471924,69762.45740966797,0.7870831489562988,0.0001,0.2,0.00022229630885703955,0.0039602984,2820,-1.9397622022777796,0.020635986328125,,
316,3833,1212416,37,418.2,7971.504,29372.953125,0.3937874436378479,72018.18806152344,0.7799176275730133,0.0001,0.2,-0.0005063211428932846,0.0045824307,2830,-1.939499420672655,0.0255401611328125,,
316,3936,1245184,38,408.21,7717.2,24313.458984375,0.3937734067440033,63667.26536865234,0.8004765659570694,0.0001,0.2,0.0008559069163311505,0.005812637,2840,-1.9393031354993582,0.03709716796875,,
316,4040,1277952,39,402.46,7467.2,27891.50390625,0.3937669098377228,72705.62746582032,0.7742922157049179,0.0001,0.2,0.0004278252432413865,0.0041183075,2850,-1.9391854748129844,0.0275238037109375,,
316,4143,1310720,40,396.72,7535.9,28731.0,0.39376556873321533,65225.42686767578,0.8193516135215759,0.0001,0.2,0.0006214971828740091,0.0047811987,2860,-1.9391492299735547,0.0359954833984375,,
316,4247,1343488,41,403.43,7584.2,28869.40625,0.393743097782135,63337.26318359375,0.8054599016904831,0.0001,0.2,0.00012223004123370628,0.004490981,2870,-1.9390534203499556,0.0275054931640625,,
316,4352,1376256,42,415.99,7810.2,25761.154296875,0.39372536540031433,56613.04450073242,0.8416077494621277,0.0001,0.2,0.00017342436221952086,0.0049940343,2880,-1.9388506140559911,0.0267364501953125,,
316,4456,1409024,43,389.22,7243.5,21187.2109375,0.39374595880508423,56104.23842773437,0.8331027776002884,0.0001,0.2,-7.694606465520337e-05,0.0048996443,2890,-1.9388283602893353,0.032403564453125,,
316,4559,1441792,44,378.16,6999.2,24760.7578125,0.39372727274894714,62609.75573730469,0.8311093002557755,0.0001,0.2,6.808042071497767e-05,0.0056377966,2900,-1.9388569701462983,0.036993408203125,,
316,4664,1474560,45,400.7,7415.6,25020.203125,0.39371877908706665,58820.33958129883,0.8370682895183563,0.0001,0.2,0.0005373328238420072,0.004076364,2910,-1.9386992625892163,0.0216644287109375,,
316,4766,1507328,46,375.61,6847.5,18612.4765625,0.39370086789131165,56506.42861328125,0.8323656171560287,0.0001,0.2,0.0002771944578853436,0.0045282277,2920,-1.9385727424174548,0.02318115234375,,
316,4868,1540096,47,364.17,6661.1,18240.494140625,0.3936953544616699,58278.48483886719,0.8255790174007416,0.0001,0.2,0.0003875971226079855,0.005600452,2930,-1.938449263945222,0.0380523681640625,,
316,4972,1572864,48,391.99,7433.1,22436.3203125,0.39368122816085815,58928.716809082034,0.8475453704595566,0.0001,0.2,3.9323217424680476e-05,0.0058694263,2940,-1.938362816348672,0.044293212890625,,
,,1600000,,,,19733.328125,0.3936782479286194,57675.74437255859,0.8446180671453476,0.0001,0.2,-0.0004119476561754709,0.003977643,2950,-1.938249311223626,0.0200042724609375,6613.03515625,483.07
305,5261,1605632,49,399.19,7390.9,,,,,,,,,,,,,
305,5367,1638400,50,380.32,6712.1,22724.90234375,0.39364850521087646,60403.678771972656,0.8388188034296036,0.0001,0.2,0.00021897702245041729,0.0044470453,2960,-1.93808933198452,0.024542236328125,,
305,5471,1671168,51,391.26,7209.3,28142.1015625,0.3936479091644287,69038.19658203125,0.800220400094986,0.0001,0.2,-0.0003925678705854807,0.0048508295,2970,-1.9379290126264095,0.0304229736328125,,
305,5573,1703936,52,401.03,7638.9,24202.2109375,0.39364367723464966,69530.14873046875,0.7910138815641403,0.0001,0.2,-0.00016928217592067086,0.004874693,2980,-1.937884857133031,0.030377197265625,,
305,5678,1736704,53,403.55,7512.8,20103.740234375,0.39364248514175415,57607.48645019531,0.8299009054899216,0.0001,0.2,0.0004713215439551277,0.005372969,2990,-1.9378513235598802,0.0371124267578125,,
305,5782,1769472,54,409.07,7725.4,24163.130859375,0.3936394453048706,66891.4900390625,0.796035498380661,0.0001,0.2,-1.6329186291841324e-05,0.0060732365,3000,-1.937826431170106,0.044708251953125,,
306,5887,1802240,55,397.52,7262.5,15532.57421875,0.39362776279449463,52306.15486450195,0.8425643444061279,0.0001,0.2,-8.576458640163764e-05,0.0041808374,3010,-1.9377511247992516,0.01961669921875,,
306,5992,1835008,56,398.61,7273.9,36841.7578125,0.3935958743095398,71695.353125,0.7973939627408981,0.0001,0.2,0.0005738691474107327,0.0048590186,3020,-1.9375354621559382,0.029412841796875,,
306,6097,1867776,57,422.66,8025.9,20842.935546875,0.3935531675815582,61066.9912109375,0.7949956357479095,0.0001,0.2,-0.00030626122970716095,0.00465951,3030,-1.9371631804853677,0.0246337890625,,
306,6203,1900544,58,424.46,8100.7,19415.375,0.39356014132499695,60588.698486328125,0.799492672085762,0.0001,0.2,0.0005353561773517868,0.0046393797,3040,-1.9369681112468242,0.028326416015625,,
306,6309,1933312,59,411.27,7818.4,19525.533203125,0.3935699760913849,56789.19149169922,0.7920769304037094,0.0001,0.2,-7.371237988991197e-05,0.00476107,3050,-1.9370706051588058,0.0300537109375,,
306,6414,1966080,60,394.26,7215.3,30865.115234375,0.3935661315917969,67305.96856689453,0.7587042301893234,0.0001,0.2,0.0002860645934561035,0.0056937393,3060,-1.937103071436286,0.03985595703125,,
306,6520,1998848,61,416.12,7868.5,18831.888671875,0.3935341238975525,51765.50303955078,0.8201652765274048,0.0001,0.2,0.000790940036495158,0.0058558187,3070,-1.9369544427841903,0.038995361328125,,
306,6626,2031616,62,421.44,8286.9,21992.1171875,0.3935224115848541,62612.871032714844,0.7915368974208832,0.0001,0.2,0.000632529349422839,0.0043260003,3080,-1.936710898205638,0.0245361328125,,
