time/time_elapsed,time/total_timesteps,time/iterations,rollout/ep_len_mean,time/fps,rollout/ep_rew_mean,train/n_updates,train/learning_rate,train/explained_variance,train/loss,train/clip_range,train/entropy_loss,train/clip_fraction,train/policy_gradient_loss,train/approx_kl,train/std,train/value_loss,eval/mean_ep_length,eval/mean_reward
1980,1081344,33,301.0,546,1034.778,320,0.001,0.1654149889945984,4126.705078125,0.2,-5.018486013263464,0.2316314697265625,0.002453414926640107,0.020671554,0.8470521569252014,4396.011499261856,,
2040,1114112,34,301.0,546,1201.1973,330,0.001,0.1677876114845276,1751.4681396484375,0.2,-4.981029284000397,0.2060150146484375,-0.00012839654154959135,0.01906149,0.8387253284454346,4752.73096613884,,
2100,1146880,35,301.0,546,1289.0101,340,0.001,0.15828454494476318,587.5280151367188,0.2,-4.960472528636456,0.2245361328125,0.0011373282286513131,0.02006482,0.8362497091293335,5509.199696683883,,
2161,1179648,36,301.0,545,1529.8611,350,0.001,0.10793185234069824,1955.1055908203125,0.2,-4.954948437958956,0.2214874267578125,0.0018986047271027928,0.01928449,0.8345284461975098,6899.834027862549,,
2222,1212416,37,301.0,545,1419.3594,360,0.001,0.09727710485458374,2561.28759765625,0.2,-4.930422589927912,0.2331817626953125,0.0027196468075999292,0.02039368,0.8274957537651062,8496.704685211182,,
2283,1245184,38,301.0,545,1603.504,370,0.001,0.11353713274002075,5600.47705078125,0.2,-4.900450590625406,0.2182525634765625,0.001988263516614097,0.019004896,0.8222119808197021,7887.8308935165405,,
2344,1277952,39,300.89,545,1514.9314,380,0.001,0.13361883163452148,979.2236938476562,0.2,-4.887667640298605,0.2069122314453125,0.003982675639417721,0.018495237,0.8208881616592407,8728.26760339737,,
2403,1310720,40,301.0,545,1520.3989,390,0.001,0.20699161291122437,1099.660888671875,0.2,-4.872543768957257,0.20789794921875,0.003303793693521584,0.017806519,0.817542552947998,8616.101403808594,,
2463,1343488,41,301.0,545,1521.5122,400,0.001,0.19227832555770874,2265.30859375,0.2,-4.848060965165496,0.2175079345703125,0.0028621087649298715,0.019033369,0.8121522665023804,7556.214639854431,,
2523,1376256,42,301.0,545,1676.9413,410,0.001,0.23892176151275635,1791.2066650390625,0.2,-4.8265835210680965,0.198577880859375,0.001929371902042476,0.016947566,0.8078382015228271,8244.506877708434,,
2583,1409024,43,299.95,545,1661.7438,420,0.001,0.24294549226760864,2294.198974609375,0.2,-4.806807662174106,0.2032745361328125,0.001983294579622452,0.018090894,0.8042168617248535,9662.4820977211,,
2644,1441792,44,296.26,545,1861.2703,430,0.001,0.2776150107383728,3316.880615234375,0.2,-4.787830872833728,0.198980712890625,0.002288391841648263,0.017788686,0.8003745079040527,9192.341935062408,,
2709,1474560,45,301.0,544,1926.9723,440,0.001,0.2882955074310303,2616.586181640625,0.2,-4.765427864342928,0.183984375,0.001657280998551869,0.016511131,0.7946107387542725,11030.768032550812,,
2773,1507328,46,298.93,543,1923.2992,450,0.001,0.27993059158325195,5269.79833984375,0.2,-4.732208028435707,0.1972625732421875,0.0021887120285100535,0.017786741,0.7885837554931641,10659.45702753067,,
2837,1540096,47,301.0,542,2056.1943,460,0.001,0.3592163324356079,2337.46435546875,0.2,-4.702483325451612,0.1978118896484375,0.0019573099812987492,0.017916858,0.7822989225387573,10556.671562290192,,
2904,1572864,48,301.0,541,2231.9524,470,0.001,0.40496277809143066,2391.069091796875,0.2,-4.669940485060215,0.1908660888671875,0.0011494633203255945,0.016428676,0.7764431238174438,10809.177421283723,,
,1600000,,,,,480,0.001,0.4415407180786133,1524.5244140625,0.2,-4.641843004152179,0.206280517578125,0.0027246939527685752,0.017913878,0.7699280381202698,11826.152552127838,298.67,3668.304931640625
3019,1605632,49,301.0,531,2340.8489,,,,,,,,,,,,,
3079,1638400,50,301.0,531,2763.0796,490,0.001,0.47464168071746826,2235.58447265625,0.2,-4.613567098975182,0.1996185302734375,0.003921839914255543,0.017309884,0.7655457258224487,12603.861933326722,,
3140,1671168,51,301.0,532,2905.3862,500,0.001,0.36189162731170654,3591.616943359375,0.2,-4.592223481461406,0.2193756103515625,0.005085458711801038,0.019077081,0.7620203495025635,17318.108385658263,,
3201,1703936,52,301.0,532,2800.3496,510,0.001,0.3279573321342468,5624.7880859375,0.2,-4.576278072223067,0.208544921875,0.005442798256626702,0.01859457,0.758920431137085,16822.97054977417,,
3262,1736704,53,299.79,532,2731.7812,520,0.001,0.4109222888946533,5354.93505859375,0.2,-4.5591298677027225,0.19036865234375,0.0035370545123441844,0.016393723,0.7562099099159241,15929.599307441711,,
3324,1769472,54,299.31,532,2900.7988,530,0.001,0.39865660667419434,3122.7861328125,0.2,-4.547164941206574,0.200872802734375,0.004282635907657095,0.017839944,0.7538213729858398,17034.89706096649,,
3387,1802240,55,300.84,532,3002.818,540,0.001,0.4119494557380676,5650.37548828125,0.2,-4.53012988679111,0.2160003662109375,0.004924863026280946,0.019249452,0.750469446182251,18433.027304267882,,
3448,1835008,56,301.0,532,2855.214,550,0.001,0.41659337282180786,2846.409423828125,0.2,-4.50660960637033,0.2026031494140625,0.003783134165860247,0.01789542,0.7446983456611633,18813.41120033264,,
3510,1867776,57,298.89,532,3525.0022,560,0.001,0.41635531187057495,2652.65478515625,0.2,-4.476172019168734,0.20908203125,0.004431171135183831,0.017903386,0.7390267252922058,18257.17533607483,,
3575,1900544,58,300.4,531,3520.7468,570,0.001,0.4189007878303528,4210.251953125,0.2,-4.4555922001600266,0.2139495849609375,0.005126448037481168,0.018866727,0.7373320460319519,22816.830477523803,,
3637,1933312,59,301.0,531,3710.222,580,0.001,0.3950210213661194,3357.130615234375,0.2,-4.44490817412734,0.210015869140625,0.006611447428440442,0.01797494,0.7346653342247009,22560.90154094696,,
3707,1966080,60,301.0,530,3914.1782,590,0.001,0.4016638398170471,5230.16943359375,0.2,-4.4253176495432855,0.2076171875,0.004657001247323933,0.018064095,0.7304553985595703,24548.73153781891,,
3769,1998848,61,301.0,530,4059.6655,600,0.001,0.4275575280189514,6759.07080078125,0.2,-4.405442368239164,0.1951202392578125,0.003637300371701713,0.01729035,0.7276221513748169,25137.0703250885,,
3831,2031616,62,301.0,530,4373.901,610,0.001,0.4330243468284607,2991.404052734375,0.2,-4.389185544475913,0.2108154296875,0.0059297809582858465,0.019077215,0.7240642309188843,24289.647283554077,,
